school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Millard South High School,Millard Public Schools,Omaha,2526,874,Yes participating without using any Provision or the CEO
Millard West High School,Millard Public Schools,Omaha,2344,399,Yes participating without using any Provision or the CEO
Miller Park Elementary School,Omaha Public Schools,Omaha,410,,Yes under Community Eligibility Option (CEO)
Milliken Park Elementary Sch,Fremont Public Schools,Fremont,236,167,Yes participating without using any Provision or the CEO
Minatare Elementary School,Minatare Public Schools,Minatare,43,,Yes under Community Eligibility Option (CEO)
Minatare High School,Minatare Public Schools,Minatare,48,,Yes under Community Eligibility Option (CEO)
Minatare Junior High School,Minatare Public Schools,Minatare,42,,No
Minatare Pre-Start Pre-School,Minatare Public Schools,Minatare,13,10,No
Minden East Elementary School,Minden Public Schools,Minden,239,70,Yes participating without using any Provision or the CEO
Minden High School,Minden Public Schools,Minden,272,79,Yes participating without using any Provision or the CEO
Minne Lusa Elementary School,Omaha Public Schools,Omaha,329,,Yes under Community Eligibility Option (CEO)
Mitchell Elementary School,Mitchell Public Schools,Mitchell,345,175,No
Mitchell Secondary School,Mitchell Public Schools,Mitchell,261,96,No
Mockingbird Elementary School,Ralston Public Schools,Omaha,473,340,Yes participating without using any Provision or the CEO
Monroe Middle School,Omaha Public Schools,Omaha,716,,Yes under Community Eligibility Option (CEO)
Montclair Elementary School,Millard Public Schools,Omaha,641,191,Yes participating without using any Provision or the CEO
Moore Middle School,Lincoln Public Schools,Lincoln,849,76,No
Morley Elementary School,Lincoln Public Schools,Lincoln,370,104,Yes participating without using any Provision or the CEO
Morrill Early Learning Center,Morrill Public Schools,Morrill,29,10,Yes participating without using any Provision or the CEO
Morrill Elementary,Morrill Public Schools,Morrill,116,84,Yes participating without using any Provision or the CEO
Morrill High School,Morrill Public Schools,Morrill,122,81,Yes participating without using any Provision or the CEO
Morton Early Learning Center,Hastings Public Schools,Hastings,501,44,No
Morton Elementary School,Lexington Public Schools,Lexington,321,262,Yes participating without using any Provision or the CEO
Morton Magnet Middle School,Omaha Public Schools,Omaha,744,,Yes under Community Eligibility Option (CEO)
Mount View Elementary School,Omaha Public Schools,Omaha,324,,Yes under Community Eligibility Option (CEO)
Mullen Elementary School,Mullen Public Schools,Mullen,73,,Yes under Community Eligibility Option (CEO)
Mullen High School,Mullen Public Schools,Mullen,45,,Yes under Community Eligibility Option (CEO)
Mullen Middle School,Mullen Public Schools,Mullen,40,,Yes under Community Eligibility Option (CEO)
Nathan Hale Magnet Middle School,Omaha Public Schools,Omaha,685,,Yes under Community Eligibility Option (CEO)
Ncyf Community High School,Ncyf Community High School,Omaha,17,3,Yes participating without using any Provision or the CEO
Nebraska City High School,Nebraska City Public Schools,Nebraska City,442,242,Yes participating without using any Provision or the CEO
Nebraska City Middle School,Nebraska City Public Schools,Nebraska City,271,158,Yes participating without using any Provision or the CEO
Nebraska City Northside Elem,Nebraska City Public Schools,Nebraska City,370,218,Yes participating without using any Provision or the CEO
Neihardt Elementary School,Millard Public Schools,Omaha,489,180,Yes participating without using any Provision or the CEO
Neligh-Oakdale High School,Neligh-Oakdale Schools,Neligh,144,70,Yes participating without using any Provision or the CEO
New Discoveries Preschool,Broken Bow Public Schools,Broken Bow,73,30,Yes participating without using any Provision or the CEO
Newell Elementary School,Grand Island Public Schools,Grand Island,348,,Yes under Community Eligibility Option (CEO)
Newman Grove Elementary School,Newman Grove Public Schools,Newman Grove,144,61,Yes participating without using any Provision or the CEO
Newman Grove High School,Newman Grove Public Schools,Newman Grove,85,34,Yes participating without using any Provision or the CEO
Niobrara Elementary School,Niobrara Public Schools,Niobrara,134,,Yes under Community Eligibility Option (CEO)
Niobrara Secondary School,Niobrara Public Schools,Niobrara,77,,Yes under Community Eligibility Option (CEO)
Norfolk Jr High School,Norfolk Public Schools,Norfolk,631,344,Yes participating without using any Provision or the CEO
Norfolk Middle School,Norfolk Public Schools,Norfolk,628,345,Yes participating without using any Provision or the CEO
Norfolk Senior High School,Norfolk Public Schools,Norfolk,1359,614,Yes participating without using any Provision or the CEO
Norman Rockwell Elem School,Millard Public Schools,Omaha,310,136,Yes participating without using any Provision or the CEO
Norris Elementary School,Norris School Dist 160,Firth,512,41,Yes participating without using any Provision or the CEO
Norris Elementary School,Millard Public Schools,Omaha,421,194,Yes participating without using any Provision or the CEO
Norris High School,Norris School Dist 160,Firth,736,44,Yes participating without using any Provision or the CEO
Norris Intermediate School,Norris School Dist 160,Firth,535,55,Yes participating without using any Provision or the CEO
Norris Middle School,Norris School Dist 160,Firth,560,45,Yes participating without using any Provision or the CEO
Norris Middle School,Omaha Public Schools,Omaha,1140,,Yes under Community Eligibility Option (CEO)
North Bend Central Elementary School,North Bend Central Public Schs,North Bend,277,69,Yes participating without using any Provision or the CEO
North Bend Central High School,North Bend Central Public Schs,North Bend,174,37,Yes participating without using any Provision or the CEO
North Bend Central Middle School,North Bend Central Public Schs,North Bend,123,30,Yes participating without using any Provision or the CEO
North High School,Omaha Public Schools,Omaha,1754,,Yes under Community Eligibility Option (CEO)
North Park Elementary,Columbus Public Schools,Columbus,304,179,Yes participating without using any Provision or the CEO
North Park Elementary School,Broken Bow Public Schools,Broken Bow,376,156,Yes participating without using any Provision or the CEO
North Platte High School,North Platte Public Schools,North Platte,1145,420,Yes participating without using any Provision or the CEO
North Star High School,Lincoln Public Schools,Lincoln,1927,1030,Yes participating without using any Provision or the CEO
North Ward Prekindergarten,Schuyler Community Schools,Schuyler,113,56,Yes under Community Eligibility Option (CEO)
Northeast Elementary at Lyons,Lyons-Decatur Northeast Schs,Lyons,165,58,Yes participating without using any Provision or the CEO
Northeast Elementary School,Kearney Public Schools,Kearney,397,153,Yes participating without using any Provision or the CEO
Northeast Secondary School,Lyons-Decatur Northeast Schs,Lyons,130,60,Yes participating without using any Provision or the CEO
Northfield Elementary School,Gering Public Schools,Gering,299,199,Yes participating without using any Provision or the CEO
Northwest High School,Northwest Public Schools,Grand Island,680,106,Yes participating without using any Provision or the CEO
Northwest High School,Lincoln Public Schools,Lincoln,1017,437,No
Northwest High School,Omaha Public Schools,Omaha,1517,,Yes under Community Eligibility Option (CEO)
Norwood Park Elementary School,Lincoln Public Schools,Lincoln,251,,Yes under Community Eligibility Option (CEO)
O'Connor Early Learning Center,Grand Island Public Schools,Grand Island,278,,Yes under Community Eligibility Option (CEO)
O'Neill Elementary School,O'Neill Public Schools,O'Neill,471,223,Yes participating without using any Provision or the CEO
O'Neill High School,O'Neill Public Schools,O'Neill,338,149,Yes participating without using any Provision or the CEO
Oak Valley Elementary School,Omaha Public Schools,Omaha,235,,Yes under Community Eligibility Option (CEO)
Oakdale Elementary School,Westside Community Schools,Omaha,312,64,Yes under Community Eligibility Option (CEO)
Oakland Craig Elementary,Oakland Craig Public Schools,Oakland,237,83,Yes participating without using any Provision or the CEO
Oakland Craig Junior-Senior High,Oakland Craig Public Schools,Oakland,185,59,Yes participating without using any Provision or the CEO
Ogallala High School,Ogallala Public Schools,Ogallala,237,87,Yes participating without using any Provision or the CEO
Ogallala Middle School,Ogallala Public Schools,Ogallala,158,76,No
Omaha Public Schools Homebased,Omaha Public Schools,Omaha,17,,Yes under Community Eligibility Option (CEO)
Ord Elementary School,Ord Public Schools,Ord,305,116,Yes participating without using any Provision or the CEO
Ord Jr-Sr High School,Ord Public Schools,Ord,239,74,Yes participating without using any Provision or the CEO
Osceola Elementary School,Osceola Public Schools,Osceola,120,29,Yes participating without using any Provision or the CEO
Osceola High School,Osceola Public Schools,Osceola,91,21,Yes participating without using any Provision or the CEO
Osceola Middle School,Osceola Public Schools,Osceola,39,14,Yes participating without using any Provision or the CEO
Osmond Elementary School,Osmond Community Schools,Osmond,106,41,Yes participating without using any Provision or the CEO
Osmond High School,Osmond Community Schools,Osmond,80,22,Yes participating without using any Provision or the CEO
Overton Elementary School,Overton Public Schools,Overton,167,70,Yes participating without using any Provision or the CEO
Overton High School,Overton Public Schools,Overton,118,50,Yes participating without using any Provision or the CEO
Paddock Road Elementary School,Westside Community Schools,Omaha,285,113,Yes under Community Eligibility Option (CEO)
Palisades Elementary School,Gretna Public Schools,Omaha,454,30,Yes participating without using any Provision or the CEO
Palmer Elementary School,Palmer Public Schools,Palmer,184,46,Yes participating without using any Provision or the CEO
Palmer Junior-Senior High,Palmer Public Schools,Palmer,129,47,Yes participating without using any Provision or the CEO
Palmyra Middle School,Palmyra District O R 1,Palmyra,158,16,No
Papillion La Vista Early Childhood Center (Plecc),Papillion La Vista Community Schools,Papillion,66,3,No
Papillion La Vista Senior High,Papillion La Vista Community Schools,Papillion,1867,537,Yes participating without using any Provision or the CEO
Papillion La Vista South HS,Papillion La Vista Community Schools,Papillion,2038,370,Yes participating without using any Provision or the CEO
Papillion Middle School,Papillion La Vista Community Schools,Papillion,635,159,Yes participating without using any Provision or the CEO
Park Elementary School,Kearney Public Schools,Kearney,257,73,Yes participating without using any Provision or the CEO
Park Middle School,Lincoln Public Schools,Lincoln,843,,Yes under Community Eligibility Option (CEO)
Parkview Heights Elem School,Papillion La Vista Community Schools,La Vista,439,,Yes under Community Eligibility Option (CEO)
Pathways Beyond/Early Steps to Success Building,Columbus Public Schools,Columbus,22,3,No
Patriot Elementary,Papillion La Vista Community Schools,Papillion,361,58,Yes participating without using any Provision or the CEO
Pawnee City Elementary Sch,Pawnee City Public Schools,Pawnee City,160,97,Yes participating without using any Provision or the CEO
Pawnee City Secondary School,Pawnee City Public Schools,Pawnee City,112,67,Yes participating without using any Provision or the CEO
Pawnee Elementary School,Omaha Public Schools,Omaha,341,,Yes under Community Eligibility Option (CEO)
Paxton Elementary School,Paxton Consolidated Schools,Paxton,94,31,Yes participating without using any Provision or the CEO
Paxton High School,Paxton Consolidated Schools,Paxton,105,37,Yes participating without using any Provision or the CEO
Pender Elementary School,Pender Public Schools,Pender,242,110,Yes participating without using any Provision or the CEO
Pender High School,Pender Public Schools,Pender,191,75,Yes participating without using any Provision or the CEO
Perkins County Elementary Sch,Perkins County Schools,Grant,241,76,Yes participating without using any Provision or the CEO
Perkins County Junior- Senior High School,Perkins County Schools,Grant,188,39,Yes participating without using any Provision or the CEO
Pershing Elementary School,Lexington Public Schools,Lexington,312,253,Yes participating without using any Provision or the CEO
Pershing Elementary School,Lincoln Public Schools,Lincoln,421,,Yes under Community Eligibility Option (CEO)
Peter Sarpy Elementary School,Bellevue Public Schools,Bellevue,466,183,Yes participating without using any Provision or the CEO
Picotte Elementary School,Omaha Public Schools,Omaha,369,,Yes under Community Eligibility Option (CEO)
Pierce Elementary School,Pierce Public Schools,Pierce,338,79,Yes participating without using any Provision or the CEO
Pierce Jr/Sr High School,Pierce Public Schools,Pierce,340,63,Yes participating without using any Provision or the CEO
Pine Creek Elementary,Bennington Public Schools,Bennington,556,45,Yes participating without using any Provision or the CEO
Pine Elementary School,Omaha Public Schools,Omaha,342,,No
Pine Ridge Job Corps,Pine Ridge Job Corps,Chadron,37,,No
Pinewood Elementary School,Omaha Public Schools,Omaha,297,,Yes under Community Eligibility Option (CEO)
Pink School,Sioux County Public Schools,Marsland,6,,No
Plainview Elementary School,Plainview Public Schools,Plainview,207,97,Yes participating without using any Provision or the CEO
Plainview Secondary School,Plainview Public Schools,Plainview,151,59,Yes participating without using any Provision or the CEO
Platte Center Elementary School,Lakeview Community Schools,Platte Center,168,83,Yes participating without using any Provision or the CEO
Platteview Central Jr High School,Springfield Platteview Community Schools,Springfield,179,37,Yes participating without using any Provision or the CEO
Platteview Senior High School,Springfield Platteview Community Schools,Springfield,387,47,Yes participating without using any Provision or the CEO
Plattsmouth Early Childhood,Plattsmouth Community Schools,Plattsmouth,159,89,No
Plattsmouth Elementary School,Plattsmouth Community Schools,Plattsmouth,460,180,Yes participating without using any Provision or the CEO
Plattsmouth High School,Plattsmouth Community Schools,Plattsmouth,474,126,Yes participating without using any Provision or the CEO
Plattsmouth Middle School,Plattsmouth Community Schools,Plattsmouth,386,134,Yes participating without using any Provision or the CEO
Pleasanton Elementary School,Pleasanton Public Schools,Pleasanton,200,48,Yes participating without using any Provision or the CEO
Pleasanton High School,Pleasanton Public Schools,Pleasanton,131,45,Yes participating without using any Provision or the CEO
Ponca Elementary School,Omaha Public Schools,Omaha,138,,Yes under Community Eligibility Option (CEO)
Ponca Elementary School,Ponca Public Schools,Ponca,128,31,Yes participating without using any Provision or the CEO
Ponca High School,Ponca Public Schools,Ponca,198,42,Yes participating without using any Provision or the CEO
Portal Elementary School,Papillion La Vista Community Schools,La Vista,422,60,Yes participating without using any Provision or the CEO
Potter-Dix Elementary School,Potter-Dix Public Schools,Dix,81,23,Yes participating without using any Provision or the CEO
Potter-Dix Jr/Sr High School,Potter-Dix Public Schools,Potter,88,37,Yes participating without using any Provision or the CEO
Pound Middle School,Lincoln Public Schools,Lincoln,731,251,Yes participating without using any Provision or the CEO
Prairie Lane Elementary School,Westside Community Schools,Omaha,269,60,Yes under Community Eligibility Option (CEO)
Prairie Queen Elementary,Papillion La Vista Community Schools,Papillion,514,45,Yes participating without using any Provision or the CEO
Prairie View School,Ogallala Public Schools,Ogallala,371,189,Yes participating without using any Provision or the CEO
Prairie Wind Elementary School,Omaha Public Schools,Omaha,644,,Yes under Community Eligibility Option (CEO)
Preschool Learning Academy,York Public Schools,York,178,37,No
Prescott Elementary School,Lincoln Public Schools,Lincoln,485,,Yes under Community Eligibility Option (CEO)
Pyrtle Elementary School,Lincoln Public Schools,Lincoln,449,108,Yes participating without using any Provision or the CEO
R M Marrs Magnet Middle School,Omaha Public Schools,Omaha,1066,,Yes under Community Eligibility Option (CEO)
Ralston High School,Ralston Public Schools,Ralston,1024,541,Yes participating without using any Provision or the CEO
Ralston Middle School,Ralston Public Schools,Ralston,488,272,Yes participating without using any Provision or the CEO
Randolph Elementary School,Lincoln Public Schools,Lincoln,452,,Yes under Community Eligibility Option (CEO)
Randolph Elementary School,Randolph Public Schools,Randolph,162,60,Yes participating without using any Provision or the CEO
Randolph High School,Randolph Public Schools,Randolph,102,45,Yes participating without using any Provision or the CEO
Ravenna Elementary School,Ravenna Public Schools,Ravenna,242,93,Yes participating without using any Provision or the CEO
Ravenna Senior High,Ravenna Public Schools,Ravenna,170,56,Yes participating without using any Provision or the CEO
Raymond a Watson Elem School,Hastings Public Schools,Hastings,336,152,Yes participating without using any Provision or the CEO
Raymond Central Preschool,Raymond Central Public Schools,Raymond,48,3,No
Reagan Elementary,Millard Public Schools,Omaha,498,75,Yes participating without using any Provision or the CEO
Red Cloud Elementary School,Red Cloud Community Schools,Red Cloud,187,92,Yes participating without using any Provision or the CEO
Red Cloud High School,Red Cloud Community Schools,Red Cloud,111,46,Yes participating without using any Provision or the CEO
Reeder Elementary School,Millard Public Schools,Gretna,504,92,Yes participating without using any Provision or the CEO
Riley Elementary School,Lincoln Public Schools,Lincoln,276,,Yes under Community Eligibility Option (CEO)
Riverside Elementary - Cedar Rapids,Riverside Public Schools,Cedar Rapids,82,43,Yes participating without using any Provision or the CEO
Riverside Elementary - Spalding,Riverside Public Schools,Spalding,48,12,Yes participating without using any Provision or the CEO
Riverside High School,Riverside Public Schools,Cedar Rapids,77,40,Yes participating without using any Provision or the CEO
Riverside Middle School,Riverside Public Schools,Spalding,46,27,Yes participating without using any Provision or the CEO
Robinson Elementary School,Lincoln Public Schools,Lincoln,398,102,No
Rock County High School,Rock County Public Schools,Bassett,90,27,Yes participating without using any Provision or the CEO
Rockbrook Elementary School,Westside Community Schools,Omaha,278,73,Yes under Community Eligibility Option (CEO)
Rohwer Elementary School,Millard Public Schools,Omaha,450,76,Yes participating without using any Provision or the CEO
Roosevelt Elementary School,Scottsbluff Public Schools,Scottsbluff,280,,Yes under Community Eligibility Option (CEO)
Roper Elementary School,Lincoln Public Schools,Lincoln,850,472,Yes participating without using any Provision or the CEO
Rose Hill Elementary School,Omaha Public Schools,Omaha,287,,Yes under Community Eligibility Option (CEO)
Rousseau Elementary School,Lincoln Public Schools,Lincoln,587,245,Yes participating without using any Provision or the CEO
Rumsey Station Elementary Sch,Papillion La Vista Community Schools,Papillion,343,41,Yes participating without using any Provision or the CEO
Russell Middle School,Millard Public Schools,Omaha,760,138,Yes participating without using any Provision or the CEO
Saddlebrook Elementary School,Omaha Public Schools,Omaha,447,,Yes under Community Eligibility Option (CEO)
Sagewood Elementary School,Elkhorn Public Schools,Omaha,447,74,Yes participating without using any Provision or the CEO
Sandoz Elementary School,Lexington Public Schools,Lexington,358,297,Yes participating without using any Provision or the CEO
Sandoz Elementary School,Millard Public Schools,Omaha,336,166,Yes participating without using any Provision or the CEO
Sandy Creek Elementary,Sandy Creek Schools,Fairfield,280,99,No
Sandy Creek High School,Sandy Creek Schools,Fairfield,124,50,No
Sandy Creek Middle School,Sandy Creek Schools,Fairfield,80,34,No
Saratoga Elementary School,Lincoln Public Schools,Lincoln,216,,Yes under Community Eligibility Option (CEO)
Sargent Elementary School,Sargent Public Schools,Sargent,80,50,Yes under Community Eligibility Option (CEO)
Sargent High School,Sargent Public Schools,Sargent,66,29,Yes under Community Eligibility Option (CEO)
Schoo Middle School,Lincoln Public Schools,Lincoln,1006,447,Yes participating without using any Provision or the CEO
Schuyler Central High School,Schuyler Community Schools,Schuyler,643,338,Yes under Community Eligibility Option (CEO)
Schuyler Elementary School,Schuyler Community Schools,Schuyler,715,370,Yes under Community Eligibility Option (CEO)
Schuyler Elementary-Fisher's,Schuyler Community Schools,Schuyler,31,11,Yes under Community Eligibility Option (CEO)
Schuyler Headstart,Schuyler Community Schools,Schuyler,75,32,No
Schuyler Middle School,Schuyler Community Schools,Schuyler,400,198,Yes under Community Eligibility Option (CEO)
Scott Middle School,Lincoln Public Schools,Lincoln,1020,213,Yes participating without using any Provision or the CEO
Scottsbluff Senior High School,Scottsbluff Public Schools,Scottsbluff,1064,574,Yes participating without using any Provision or the CEO
Scribner-Snyder Secondary Sch,Scribner-Snyder Community Schs,Scribner,59,35,Yes participating without using any Provision or the CEO
Secondary Sch at Raymond,Raymond Central Public Schools,Raymond,237,48,Yes participating without using any Provision or the CEO
Seedling Mile Elem School,Grand Island Public Schools,Grand Island,87,,Yes under Community Eligibility Option (CEO)
Seward Elementary School,Seward Public Schools,Seward,558,124,Yes participating without using any Provision or the CEO
Seward High School,Seward Public Schools,Seward,511,75,Yes participating without using any Provision or the CEO
Seward Middle School,Seward Public Schools,Seward,416,79,Yes participating without using any Provision or the CEO
Seymour Elementary School,Ralston Public Schools,Ralston,286,161,Yes participating without using any Provision or the CEO
Shelby - Rising City Elementary School,Shelby - Rising City Public Schools,Shelby,201,63,Yes participating without using any Provision or the CEO
Shelby - Rising City High School,Shelby - Rising City Public Schools,Shelby,112,43,Yes participating without using any Provision or the CEO
Shelby - Rising City Middle School,Shelby - Rising City Public Schools,Shelby,90,28,Yes participating without using any Provision or the CEO
Shell Creek Elementary School,Lakeview Community Schools,Columbus,373,99,Yes participating without using any Provision or the CEO
Shelton Elementary School,Shelton Public Schools,Shelton,159,59,Yes participating without using any Provision or the CEO
Shelton High School,Shelton Public Schools,Shelton,117,50,Yes participating without using any Provision or the CEO
Sheridan Elementary School,Lincoln Public Schools,Lincoln,352,64,Yes participating without using any Provision or the CEO
Sherman Elementary School,Omaha Public Schools,Omaha,257,,Yes under Community Eligibility Option (CEO)
Shickley Elementary School,Shickley Public Schools,Shickley,85,15,Yes participating without using any Provision or the CEO
Shickley High School,Shickley Public Schools,Shickley,58,7,Yes participating without using any Provision or the CEO
Shoemaker Elementary School,Grand Island Public Schools,Grand Island,438,,Yes under Community Eligibility Option (CEO)
Sidney High School,Sidney Public Schools,Sidney,329,122,Yes participating without using any Provision or the CEO
Sidney Middle School,Sidney Public Schools,Sidney,152,63,Yes participating without using any Provision or the CEO
Silver Lake Elem Sch-Bladen,Silver Lake Public Schools,Bladen,135,43,Yes participating without using any Provision or the CEO
Silver Lake High School,Silver Lake Public Schools,Roseland,94,33,Yes participating without using any Provision or the CEO
Simeon School,Valentine Community Schools,Valentine,17,5,No
Sioux County High School,Sioux County Public Schools,Harrison,24,5,No
Sixpence Preschool,Fremont Public Schools,Fremont,29,3,No
Skinner Magnet Center,Omaha Public Schools,Omaha,433,,Yes under Community Eligibility Option (CEO)
Skyline Elementary School,Elkhorn Public Schools,Elkhorn,370,22,Yes participating without using any Provision or the CEO
So Platte Elem at Big Springs,South Platte Public Schools,Big Springs,103,53,Yes participating without using any Provision or the CEO
So Valley Elementary School,Southern Valley Schools,Oxford,252,135,Yes participating without using any Provision or the CEO
South High School,Omaha Public Schools,Omaha,2412,,Yes under Community Eligibility Option (CEO)
South Platte High School,South Platte Public Schools,Big Springs,108,46,Yes participating without using any Provision or the CEO
South Sioux City Middle School,So Sioux City Community Schs,So Sioux City,781,546,Yes participating without using any Provision or the CEO
South Sioux High School,So Sioux City Community Schs,So Sioux City,1193,771,Yes participating without using any Provision or the CEO
South Ward Elementary School,Sidney Public Schools,Sidney,261,132,Yes participating without using any Provision or the CEO
Southern Elementary School,Southern School District 1,Blue Springs,198,,Yes under Community Eligibility Option (CEO)
Southern Jr-Sr High School,Southern School District 1,Wymore,163,,Yes under Community Eligibility Option (CEO)
Southern Valley Jr/Sr High,Southern Valley Schools,Oxford,145,76,Yes participating without using any Provision or the CEO
Southwest Elementary-Indianola,Southwest Public Schools,Indianola,172,75,Yes participating without using any Provision or the CEO
Southwest High School,Lincoln Public Schools,Lincoln,2110,469,Yes participating without using any Provision or the CEO
Southwest Jr/Sr High School,Southwest Public Schools,Bartley,83,41,Yes participating without using any Provision or the CEO
Southwest Middle School,Southwest Public Schools,Bartley,71,39,No
Spring Lake Magnet Center,Omaha Public Schools,Omaha,744,,Yes under Community Eligibility Option (CEO)
Spring Ridge Elementary,Elkhorn Public Schools,Omaha,474,24,Yes participating without using any Provision or the CEO
Spring View Elementary School,Keya Paha County Schools,Springview,39,20,Yes participating without using any Provision or the CEO
Springfield Elementary School,Springfield Platteview Community Schools,Springfield,400,60,Yes participating without using any Provision or the CEO
Springville Elementary School,Omaha Public Schools,Omaha,430,,Yes under Community Eligibility Option (CEO)
Squire John Thomas Elementary,Gretna Public Schools,Gretna,499,50,Yes participating without using any Provision or the CEO
St Edward Elementary School,St Edward Public Schools,St Edward,83,,Yes under Community Eligibility Option (CEO)
St Edward High School,St Edward Public Schools,St Edward,73,,Yes under Community Eligibility Option (CEO)
St Libory Elementary School,Northwest Public Schools,St Libory,161,58,Yes participating without using any Provision or the CEO
St Paul Elementary School,St Paul Public Schools,St Paul,390,113,No
St Paul Jr/Sr High School,St Paul Public Schools,St Paul,277,72,No
Standing Bear Elementary School,Omaha Public Schools,Omaha,623,,Yes under Community Eligibility Option (CEO)
Standing Bear High School,Lincoln Public Schools,Lincoln,631,102,No
Stanton Elementary School,Stanton Community Schools,Stanton,195,78,Yes participating without using any Provision or the CEO
Stanton High School,Stanton Community Schools,Stanton,182,62,Yes participating without using any Provision or the CEO
Stapleton Elementary School,Stapleton Public Schools,Stapleton,90,8,Yes participating without using any Provision or the CEO
Stapleton High School,Stapleton Public Schools,Stapleton,64,15,Yes participating without using any Provision or the CEO
Starr Elementary School,Grand Island Public Schools,Grand Island,453,,No
Sterling Elementary School,Sterling Public Schools,Sterling,143,59,Yes participating without using any Provision or the CEO
Sterling High School,Sterling Public Schools,Sterling,81,29,Yes participating without using any Provision or the CEO
Stolley Park Elem School,Grand Island Public Schools,Grand Island,258,,Yes under Community Eligibility Option (CEO)
Stratford Elementary School,Bennington Public Schools,Bennington,379,24,No
Stuart Elementary School,Stuart Public Schools,Stuart,117,60,Yes participating without using any Provision or the CEO
Stuart High School,Stuart Public Schools,Stuart,80,38,Yes participating without using any Provision or the CEO
Summerland Elem School,Summerland Public Schools,Ewing,236,113,No
Summerland High School,Summerland Public Schools,Ewing,211,112,No
Sunny Slope Elementary School,Omaha Public Schools,Omaha,432,,Yes under Community Eligibility Option (CEO)
Sunrise Middle School,Kearney Public Schools,Kearney,536,206,Yes participating without using any Provision or the CEO
Sunset Hills Elementary School,Westside Community Schools,Omaha,301,37,Yes under Community Eligibility Option (CEO)
Superior Elementary School,Superior Public Schools,Superior,214,,Yes under Community Eligibility Option (CEO)
Superior Middle School,Superior Public Schools,Superior,88,,No
Superior Sr High School,Superior Public Schools,Superior,126,,Yes under Community Eligibility Option (CEO)
Sutherland Elementary School,Sutherland Public Schools,Sutherland,164,56,Yes participating without using any Provision or the CEO
Sutherland High School,Sutherland Public Schools,Sutherland,119,24,Yes participating without using any Provision or the CEO
Sutton Elementary School,Sutton Public Schools,Sutton,225,82,Yes participating without using any Provision or the CEO
Sutton Secondary School,Sutton Public Schools,Sutton,174,51,Yes participating without using any Provision or the CEO
Tara Heights Elementary School,Papillion La Vista Community Schools,Papillion,399,103,Yes participating without using any Provision or the CEO
Thayer Central Elementary,Thayer Central Community Schs,Hebron,256,96,Yes participating without using any Provision or the CEO
Thayer Central High School,Thayer Central Community Schs,Hebron,191,36,Yes participating without using any Provision or the CEO
Thedford Elem Attendance Cntr,Thedford Public Schools,Thedford,65,,Yes under Community Eligibility Option (CEO)
Thedford High School,Thedford Public Schools,Thedford,54,,Yes under Community Eligibility Option (CEO)
Tiger Cub Preschool,Mitchell Public Schools,Mitchell,49,12,No
Tri County Elementary School,Tri County Public Schools,Dewitt,232,54,Yes participating without using any Provision or the CEO
Tri County Jr-Sr High School,Tri County Public Schools,Dewitt,189,44,Yes participating without using any Provision or the CEO
Trumble Park Elementary School,Papillion La Vista Community Schools,Papillion,364,118,Yes participating without using any Provision or the CEO
Tryon Elementary,Mc Pherson County Schools,Tryon,20,,No
Twin Ridge Elementary School,Bellevue Public Schools,Bellevue,288,138,Yes participating without using any Provision or the CEO
Twin River Elem-Genoa,Twin River Public Schools,Genoa,217,89,Yes participating without using any Provision or the CEO
Twin River Sr High School,Twin River Public Schools,Genoa,189,56,Yes participating without using any Provision or the CEO
Two Springs Elementary School,Bellevue Public Schools,Bellevue,364,74,Yes participating without using any Provision or the CEO
Umo N Ho N Nation Elem School,Umo N Ho N Nation Public Schs,Macy,391,,Yes under Community Eligibility Option (CEO)
Umo N Ho N Nation High School,Umo N Ho N Nation Public Schs,Macy,170,,Yes under Community Eligibility Option (CEO)
Umo N Ho N Nation Middle Sch,Umo N Ho N Nation Public Schs,Macy,106,,Yes under Community Eligibility Option (CEO)
University of Nebraska High School,University of Nebraska High School,Lincoln,165,,No
Upchurch Elementary,Millard Public Schools,Omaha,402,69,Yes participating without using any Provision or the CEO
Valentine Elementary School,Valentine Community Schools,Valentine,285,130,Yes participating without using any Provision or the CEO
Valentine High School,Valentine Community Schools,Valentine,158,62,Yes participating without using any Provision or the CEO
Valentine Middle School,Valentine Community Schools,Valentine,159,72,Yes participating without using any Provision or the CEO
Verdigre Elementary School,Verdigre Public Schools,Verdigre,80,30,No
Verdigre High School,Verdigre Public Schools,Verdigre,80,36,No
Wahoo Elementary School,Wahoo Public Schools,Wahoo,475,131,Yes participating without using any Provision or the CEO
Wahoo High School,Wahoo Public Schools,Wahoo,341,77,Yes participating without using any Provision or the CEO
Wahoo Middle School,Wahoo Public Schools,Wahoo,226,67,Yes participating without using any Provision or the CEO
Wahoo Pre-School,Wahoo Public Schools,Wahoo,46,23,Yes participating without using any Provision or the CEO
Wake Robin Elementary School,Bellevue Public Schools,Bellevue,543,172,Yes participating without using any Provision or the CEO
Wakefield Elementary School,Wakefield Public Schools,Wakefield,341,188,Yes participating without using any Provision or the CEO
Wakefield High School,Wakefield Public Schools,Wakefield,234,126,Yes participating without using any Provision or the CEO
Wakonda Elementary School,Omaha Public Schools,Omaha,374,,Yes under Community Eligibility Option (CEO)
Wallace Elementary School,Wallace Public Sch Dist 65 R,Wallace,90,29,Yes participating without using any Provision or the CEO
