school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Saltars Point Elementary,Steilacoom Hist. School District,Steilacoom,437,138,Yes participating without using any Provision or the CEO
Samantha Smith Elementary,Lake Washington School District,Sammamish,545,18,Yes participating without using any Provision or the CEO
Samish Elementary School,Sedro-Woolley School District,Sedro-Woolley,166,79,Yes under Community Eligibility Option (CEO)
Sammamish Senior High,Bellevue School District,Bellevue,1363,590,Yes participating without using any Provision or the CEO
Sand Hill Elementary,North Mason School District,Belfair,537,341,Yes under Community Eligibility Option (CEO)
Sand Point Elementary,Seattle School District No. 1,Seattle,173,97,Yes under Community Eligibility Option (CEO)
Sanislo Elementary School,Seattle School District No. 1,Seattle,145,97,Yes under Community Eligibility Option (CEO)
Sarah J Anderson Elementary,Vancouver School District,Vancouver,625,324,Yes under Community Eligibility Option (CEO)
Saratoga School,Stanwood-Camano School District,Stanwood,218,64,No
Sartori Elementary School,Renton School District,Renton,510,145,Yes under Community Eligibility Option (CEO)
Satsop Elementary,Satsop School District,Satsop,63,35,Yes participating without using any Provision or the CEO
Satus Elementary,Wapato School District,Wapato,298,253,Yes under Community Eligibility Option (CEO)
Sawyer Woods Elementary School,Kent School District,Black Diamond,303,88,Yes under Community Eligibility Option (CEO)
Sccp Images,Spokane School District,Spokane,53,24,No
Scenic Hill Elementary School,Kent School District,Kent,481,355,Yes under Community Eligibility Option (CEO)
School Home Partnership Program,Marysville School District,Marysville,18,9,No
School to Life,Central Valley School District,Spokane Valley,38,27,No
Science and Math Institute,Tacoma School District,Tacoma,597,213,Yes under Community Eligibility Option (CEO)
Scootney Springs Elementary,Othello School District,Othello,605,476,Yes under Community Eligibility Option (CEO)
Scriber Lake High School,Edmonds School District,Edmonds,197,131,Yes under Community Eligibility Option (CEO)
SE Area Technical Skills Center,Walla Walla Public Schools,Walla Walla,6,,No
Seahurst Elementary School,Highline School District,Burien,405,282,Yes under Community Eligibility Option (CEO)
Seattle Hill Elementary,Snohomish School District,Everett,567,115,Yes participating without using any Provision or the CEO
Seattle World School,Seattle School District No. 1,Seattle,218,195,Yes under Community Eligibility Option (CEO)
Seaview Academy,Port Angeles School District,Port Angeles,238,155,No
Seaview Elementary,Edmonds School District,Edmonds,402,100,Yes participating without using any Provision or the CEO
Secondary Academy for Success,Northshore School District,Bothell,76,33,Yes participating without using any Provision or the CEO
Sedro Woolley Senior High School,Sedro-Woolley School District,Sedro-Woolley,1280,610,Yes under Community Eligibility Option (CEO)
Sehome High School,Bellingham School District,Bellingham,1116,334,Yes participating without using any Provision or the CEO
Selah Academy Auxiliary,Selah School District,Yakima,13,3,No
Selah Academy Online,Selah School District,Selah,35,16,No
Selah High School,Selah School District,Selah,1159,595,Yes under Community Eligibility Option (CEO)
Selah Homelink,Selah School District,Selah,33,19,No
Selah Intermediate School,Selah School District,Selah,806,490,Yes under Community Eligibility Option (CEO)
Selah Middle School,Selah School District,Selah,871,450,Yes under Community Eligibility Option (CEO)
Selah Open Doors,Selah School District,Selah,13,10,No
Selkirk Elementary School,Selkirk School District,Metaline Falls,124,87,Yes under Community Eligibility Option (CEO)
Selkirk High School,Selkirk School District,Ione,76,40,Yes under Community Eligibility Option (CEO)
Selkirk Middle School,Selkirk School District,Ione,52,37,Yes under Community Eligibility Option (CEO)
Selkirk Middle School,Central Valley School District,Liberty Lake,613,219,Yes participating without using any Provision or the CEO
Sentinel Tech Alt School,Wahluke School District,Mattawa,36,33,Yes under Community Eligibility Option (CEO)
Sequim Middle School,Sequim School District,Sequim,548,276,Yes under Provision 2
Sequim Senior High,Sequim School District,Sequim,804,375,Yes under Provision 2
Sequoia High School,Everett School District,Everett,145,98,Yes under Community Eligibility Option (CEO)
Sequoyah Middle School,Federal Way School District,Auburn,570,435,Yes under Community Eligibility Option (CEO)
Serene Lake Elementary,Mukilteo School District,Edmonds,455,230,Yes under Community Eligibility Option (CEO)
Seth Woodard Elementary,West Valley School District (Spokane),Spokane,262,176,Yes under Community Eligibility Option (CEO)
Seven Oaks Elementary,North Thurston Public Schools,Lacey,428,223,Yes participating without using any Provision or the CEO
Shadle Park High School,Spokane School District,Spokane,1445,822,Yes under Community Eligibility Option (CEO)
Shadow Lake Elementary,Tahoma School District,Maple Valley,479,170,Yes participating without using any Provision or the CEO
Shahala Middle School,Evergreen School District (Clark),Vancouver,732,230,Yes under Community Eligibility Option (CEO)
Sharpstein Elementary School,Walla Walla Public Schools,Walla Walla,340,267,Yes under Community Eligibility Option (CEO)
Shaw Island Elementary School,Shaw Island School District,Shaw Island,8,,No
Shaw Middle School,Spokane School District,Spokane,693,549,Yes under Community Eligibility Option (CEO)
Shaw Road Elementary,Puyallup School District,Puyallup,615,216,Yes participating without using any Provision or the CEO
Shelton High School,Shelton School District,Shelton,1455,850,Yes under Community Eligibility Option (CEO)
Shelton Open Doors,Shelton School District,Shelton,22,10,No
Shelton View Elementary,Northshore School District,Bothell,513,85,Yes participating without using any Provision or the CEO
Sheridan Elementary School,Tacoma School District,Tacoma,525,363,Yes under Community Eligibility Option (CEO)
Sherman Elementary School,Tacoma School District,Tacoma,432,84,Yes under Community Eligibility Option (CEO)
Sherwood Elementary,Edmonds School District,Edmonds,491,112,Yes participating without using any Provision or the CEO
Sherwood Forest Elementary,Bellevue School District,Bellevue,415,218,Yes under Community Eligibility Option (CEO)
Sherwood Forest Elementary School,Federal Way School District,Federal Way,325,224,Yes under Community Eligibility Option (CEO)
Shiloh Hills Elementary,Mead School District,Spokane,465,329,Yes under Community Eligibility Option (CEO)
Shining Mountain Elementary,Bethel School District,Spanaway,613,403,Yes under Community Eligibility Option (CEO)
Shorecrest High School,Shoreline School District,Shoreline,1565,503,Yes participating without using any Provision or the CEO
Shorewood Elementary,Highline School District,Burien,400,232,Yes under Community Eligibility Option (CEO)
Shorewood High School,Shoreline School District,Shoreline,1544,485,Yes participating without using any Provision or the CEO
Shoultes Elementary,Marysville School District,Marysville,348,207,Yes under Community Eligibility Option (CEO)
Showalter Middle School,Tukwila School District,Seattle,651,491,Yes under Community Eligibility Option (CEO)
SHS Graduation Alliance,Sunnyside School District,Sunnyside,4,,No
Shuksan Middle School,Bellingham School District,Bellingham,606,316,Yes under Community Eligibility Option (CEO)
Sidney Glen Elementary School,South Kitsap School District,Port Orchard,502,212,Yes participating without using any Provision or the CEO
Sierra Heights Elementary School,Renton School District,Renton,323,174,Yes under Community Eligibility Option (CEO)
Sierra Vista Middle School,Sunnyside School District,Sunnyside,549,499,Yes under Community Eligibility Option (CEO)
Sifton Elementary School,Evergreen School District (Clark),Vancouver,484,240,Yes under Community Eligibility Option (CEO)
Silver Beach Elementary School,Bellingham School District,Bellingham,357,85,Yes participating without using any Provision or the CEO
Silver Firs Elementary,Everett School District,Everett,538,119,Yes participating without using any Provision or the CEO
Silver Lake Elementary,Everett School District,Everett,550,393,Yes under Community Eligibility Option (CEO)
Silver Lake Elementary School,Federal Way School District,Federal Way,382,285,Yes under Community Eligibility Option (CEO)
Silver Ridge Elementary,Central Kitsap School District,Silverdale,430,141,Yes participating without using any Provision or the CEO
Silver Star Elementary School,Evergreen School District (Clark),Vancouver,381,228,Yes under Community Eligibility Option (CEO)
Silverdale Elementary,Central Kitsap School District,Silverdale,413,150,Yes participating without using any Provision or the CEO
Simcoe Elementary School,Wapato School District,Wapato,329,302,Yes under Community Eligibility Option (CEO)
Simpson Avenue Elementary,Montesano School District,Montesano,402,166,Yes participating without using any Provision or the CEO
Skagit Academy,Mount Vernon School District,Mount Vernon,300,135,No
Skagit County Detention Center,Northwest Educational Service District 189,Mount Vernon,4,,No
Skamania Elementary,Skamania School District,Skamania,108,50,Yes under Community Eligibility Option (CEO)
Skill Source,Wenatchee School District,Wenatchee,3,,No
Sky Valley Education Center,Monroe School District,Monroe,985,244,No
Sky Valley Options,Sultan School District,Sultan,34,15,No
Skykomish Elementary School,Skykomish School District,Skykomish,39,18,Yes under Community Eligibility Option (CEO)
Skykomish High School,Skykomish School District,Skykomish,13,7,Yes under Community Eligibility Option (CEO)
Skyline Elementary,Lake Stevens School District,Lake Stevens,562,198,Yes participating without using any Provision or the CEO
Skyline Elementary,Mead School District,Spokane,412,70,Yes participating without using any Provision or the CEO
Skyline Elementary School,Ferndale School District,Ferndale,496,280,Yes under Community Eligibility Option (CEO)
Skyline Elementary School,Tacoma School District,Tacoma,329,175,Yes under Community Eligibility Option (CEO)
Skyline High School,Issaquah School District,Sammamish,2244,199,Yes participating without using any Provision or the CEO
Skyridge Middle School,Camas School District,Camas,760,125,Yes participating without using any Provision or the CEO
Skyview High School,Vancouver School District,Vancouver,1869,647,Yes under Community Eligibility Option (CEO)
Skyview Middle School,Northshore School District,Bothell,1215,203,Yes participating without using any Provision or the CEO
Smith Elementary School,Grandview School District,Grandview,477,412,Yes under Community Eligibility Option (CEO)
Snohomish Center,Snohomish School District,Snohomish,37,6,No
Snohomish Detention Center,Northwest Educational Service District 189,Everett,8,,No
Snohomish High School,Snohomish School District,Snohomish,1496,377,Yes participating without using any Provision or the CEO
Snoqualmie Access,Snoqualmie Valley School District,Snoqualmie,12,3,No
Snoqualmie Elementary,Snoqualmie Valley School District,Snoqualmie,547,81,Yes participating without using any Provision or the CEO
Snoqualmie Middle School,Snoqualmie Valley School District,Snoqualmie,496,54,Yes participating without using any Provision or the CEO
Snoqualmie Parent Partnership Program,Snoqualmie Valley School District,Snoqualmie,203,38,No
Soap Lake Elementary,Soap Lake School District,Soap Lake,328,252,Yes under Community Eligibility Option (CEO)
Soap Lake Middle & High School,Soap Lake School District,Soap Lake,263,217,Yes under Community Eligibility Option (CEO)
Somerset Elementary School,Bellevue School District,Bellevue,741,57,Yes participating without using any Provision or the CEO
Sonoji Sakai Intermediate,Bainbridge Island School District,Bainbridge Island,456,62,Yes participating without using any Provision or the CEO
Soos Creek Elementary School,Kent School District,Kent,290,126,Yes under Community Eligibility Option (CEO)
South Bay Elementary,North Thurston Public Schools,Lacey,595,252,Yes participating without using any Provision or the CEO
South Bend High School,South Bend School District,South Bend,258,182,Yes under Community Eligibility Option (CEO)
South Colby Elementary,South Kitsap School District,Port Orchard,276,118,Yes participating without using any Provision or the CEO
South Kitsap High School,South Kitsap School District,Port Orchard,2448,1064,Yes participating without using any Provision or the CEO
South Pines Elementary,Central Valley School District,Spokane Valley,288,174,Yes under Community Eligibility Option (CEO)
South Ridge Elementary,Ridgefield School District,Ridgefield,758,232,Yes participating without using any Provision or the CEO
South Shore PK-8 School,Seattle School District No. 1,Seattle,546,350,Yes under Community Eligibility Option (CEO)
South Whidbey Academy,South Whidbey School District,Langley,42,18,Yes under Community Eligibility Option (CEO)
South Whidbey Elementary,South Whidbey School District,Langley,485,190,Yes participating without using any Provision or the CEO
South Whidbey High School,South Whidbey School District,Langley,390,145,Yes participating without using any Provision or the CEO
South Whidbey Middle,South Whidbey School District,Langley,290,100,Yes participating without using any Provision or the CEO
Southgate Elementary School,Kennewick School District,Kennewick,416,227,Yes under Community Eligibility Option (CEO)
Southridge High School,Kennewick School District,Kennewick,1612,848,Yes under Community Eligibility Option (CEO)
Southside Elementary,Southside School District,Shelton,208,93,Yes participating without using any Provision or the CEO
Southwood Elementary School,Enumclaw School District,Enumclaw,358,134,Yes participating without using any Provision or the CEO
Southworth Elementary,Yelm School District,Yelm,671,312,Yes participating without using any Provision or the CEO
Spanaway Elementary,Bethel School District,Spanaway,371,263,Yes under Community Eligibility Option (CEO)
Spanaway Lake High School,Bethel School District,Spanaway,1787,1082,Yes under Community Eligibility Option (CEO)
Spanaway Middle School,Bethel School District,Tacoma,766,519,Yes under Community Eligibility Option (CEO)
Special Ed School,Auburn School District,Auburn,35,11,No
Special Education,Kelso School District,Kelso,19,13,No
Special Education,Oak Harbor School District,Oak Harbor,135,56,No
Special Education,Port Angeles School District,Port Angeles,14,8,No
Special Education School,Wenatchee School District,Wenatchee,158,78,No
Special Education Services/Relife,Clover Park School District,Lakewood,4,,No
Special Programs,Richland School District,West Richland,14,3,No
Special Services,Bremerton School District,Bremerton,15,11,No
Special Services,Clarkston School District,Clarkston,54,39,No
Special Services,Everett School District,Everett,95,32,No
Special Services,Mukilteo School District,Everett,45,22,No
Special Services,Tacoma School District,Tacoma,9,3,No
Special Services School,Concrete School District,Concrete,1,,No
Spinning Elementary,Puyallup School District,Puyallup,299,164,Yes under Community Eligibility Option (CEO)
Spiritridge Elementary School,Bellevue School District,Bellevue,546,108,Yes participating without using any Provision or the CEO
Spokane Area Professional-Technical Skills Center,Spokane School District,Spokane,20,8,No
Spokane International Academy,Spokane International Academy,Spokane,824,456,Yes participating without using any Provision or the CEO
Spokane Juvenile Detention School,Educational Service District 101,Spokane,19,8,No
Spokane Public Montessori,Spokane School District,Spokane,413,121,Yes under Community Eligibility Option (CEO)
Spokane Valley High School,West Valley School District (Spokane),Spokane,229,144,Yes under Community Eligibility Option (CEO)
Spokane Valley Tech Skills Center,Central Valley School District,Spokane Valley,28,3,Yes participating without using any Provision or the CEO
Spokane Virtual Academy,Spokane School District,Spokane,247,158,No
Sprague Elementary,Sprague School District,Sprague,33,20,Yes under Community Eligibility Option (CEO)
Sprague High School,Sprague School District,Sprague,22,10,Yes under Community Eligibility Option (CEO)
Springbrook Elementary School,Kent School District,Kent,350,239,Yes under Community Eligibility Option (CEO)
Springdale Elementary,Mary Walker School District,Springdale,227,190,Yes under Community Eligibility Option (CEO)
Springdale Middle School,Mary Walker School District,Springdale,112,90,Yes under Community Eligibility Option (CEO)
Spruce Elementary,Edmonds School District,Lynnwood,632,410,Yes under Community Eligibility Option (CEO)
Squalicum High School,Bellingham School District,Bellingham,1273,550,Yes under Community Eligibility Option (CEO)
St John Elementary,St. John School District,Saint John,85,31,Yes participating without using any Provision or the CEO
St John/Endicott High,St. John School District,Saint John,60,33,Yes under Community Eligibility Option (CEO)
Stadium High School,Tacoma School District,Tacoma,1700,649,Yes under Community Eligibility Option (CEO)
Stanley Elementary School,Tacoma School District,Tacoma,325,215,Yes under Community Eligibility Option (CEO)
Stanton Academy,Yakima School District,Yakima,183,170,Yes under Community Eligibility Option (CEO)
Stanwood Elementary School,Stanwood-Camano School District,Stanwood,430,171,Yes participating without using any Provision or the CEO
Stanwood High School,Stanwood-Camano School District,Stanwood,1384,429,Yes participating without using any Provision or the CEO
Stanwood Middle School,Stanwood-Camano School District,Stanwood,528,195,Yes participating without using any Provision or the CEO
Star Lake Elementary School,Federal Way School District,Kent,434,304,Yes under Community Eligibility Option (CEO)
Starbuck School,Starbuck School District,Starbuck,17,3,Yes under Community Eligibility Option (CEO)
State Street High School,Sedro-Woolley School District,Sedro-Woolley,159,93,Yes under Community Eligibility Option (CEO)
Stehekin Elementary,Stehekin School District,Stehekin,12,,No
Steilacoom High,Steilacoom Hist. School District,Steilacoom,968,263,Yes participating without using any Provision or the CEO
Stella Schola,Lake Washington School District,Redmond,90,3,No
STEM Academy at Svt,Central Valley School District,Spokane Valley,190,41,No
Step to College Open Doors High School,Grandview School District,Grandview,5,,No
Stephen Decatur Elementary School,Seattle School District No. 1,Seattle,188,13,Yes participating without using any Provision or the CEO
Steptoe Elementary School,Steptoe School District,Steptoe,47,,No
Sterling Junior High School,Eastmont School District,East Wenatchee,676,362,Yes under Community Eligibility Option (CEO)
Stevens Creek Elementary,Lake Stevens School District,Lake Stevens,701,240,Yes participating without using any Provision or the CEO
Stevens Elementary,Spokane School District,Spokane,438,383,Yes under Community Eligibility Option (CEO)
Stevens Elementary School,Aberdeen School District,Aberdeen,332,289,Yes under Community Eligibility Option (CEO)
Stevens Elementary School,Seattle School District No. 1,Seattle,150,51,Yes participating without using any Provision or the CEO
Stevens Middle School,Pasco School District,Pasco,956,877,Yes under Community Eligibility Option (CEO)
Stevens Middle School,Port Angeles School District,Port Angeles,461,260,Yes under Community Eligibility Option (CEO)
Stevenson Elementary,Bellevue School District,Bellevue,581,324,Yes under Community Eligibility Option (CEO)
Stevenson High School,Stevenson-Carson School District,Stevenson,271,145,Yes under Community Eligibility Option (CEO)
Stewart Elementary,Puyallup School District,Puyallup,343,202,Yes under Community Eligibility Option (CEO)
Stewart Middle School,Tacoma School District,Tacoma,650,457,Yes under Community Eligibility Option (CEO)
Stillaguamish Valley Learning Center,Arlington School District,Arlington,181,47,Yes under Community Eligibility Option (CEO)
Stillwater Elementary,Riverview School District,Carnation,491,118,Yes participating without using any Provision or the CEO
Stratton Elementary,Newport School District,Newport,399,274,Yes under Community Eligibility Option (CEO)
Structural Alt Confinement School,Educational Service District 101,Spokane,14,11,No
Stuart Island Elementary,San Juan Island School District,Stuart Island,3,,No
Student Link,Vashon Island School District,Vashon,50,28,No
Student Services School,Sultan School District,Sultan,32,14,No
Sultan Elementary School,Sultan School District,Sultan,676,274,Yes participating without using any Provision or the CEO
Sultan Middle School,Sultan School District,Sultan,462,244,Yes participating without using any Provision or the CEO
Sultan Senior High School,Sultan School District,Sultan,581,306,Yes participating without using any Provision or the CEO
Sultan Virtual Academy,Sultan School District,Sultan,30,13,No
Sumas Elementary,Nooksack Valley School District,Sumas,295,184,Yes under Community Eligibility Option (CEO)
Summit Public School: Atlas,Summit Public School: Atlas,Seattle,566,246,Yes participating without using any Provision or the CEO
Summit Public School: Olympus,Summit Public School: Olympus,Tacoma,110,64,No
Summit Public School: Sierra,Summit Public School: Sierra,Seattle,214,82,Yes participating without using any Provision or the CEO
Summit School,Central Valley School District,Spokane Valley,383,144,Yes participating without using any Provision or the CEO
Summit Trail Middle School,Tahoma School District,Ravensdale,1097,164,Yes participating without using any Provision or the CEO
Summit Valley School,Summit Valley School District,Addy,108,93,Yes under Community Eligibility Option (CEO)
Summit View High School,Battle Ground School District,Brush Prairie,319,137,Yes participating without using any Provision or the CEO
Summit Virtual Academy,North Thurston Public Schools,Lacey,355,200,No
Summitview Elementary,West Valley School District (Yakima),Yakima,475,316,Yes under Community Eligibility Option (CEO)
Sumner High School,Sumner-Bonney Lake School District,Sumner,1857,647,Yes participating without using any Provision or the CEO
Sumner Middle School,Sumner-Bonney Lake School District,Sumner,674,294,Yes participating without using any Provision or the CEO
Sumner Special Services,Sumner-Bonney Lake School District,Sumner,35,8,Yes participating without using any Provision or the CEO
Sun Valley Elementary School,Sunnyside School District,Sunnyside,474,416,Yes under Community Eligibility Option (CEO)
Sunny Hills Elementary,Issaquah School District,Sammamish,574,65,Yes participating without using any Provision or the CEO
Sunnycrest Elementary School,Federal Way School District,Kent,535,434,Yes under Community Eligibility Option (CEO)
Sunnycrest Elementary School,Lake Stevens School District,Lake Stevens,695,206,Yes participating without using any Provision or the CEO
Sunnyland Elementary School,Bellingham School District,Bellingham,288,127,Yes under Community Eligibility Option (CEO)
Sunnyside Elementary,Marysville School District,Marysville,452,195,Yes under Community Eligibility Option (CEO)
Sunnyside Elementary,Pullman School District,Pullman,326,98,Yes participating without using any Provision or the CEO
Sunnyside High School,Sunnyside School District,Sunnyside,2122,1760,Yes under Community Eligibility Option (CEO)
Sunnyslope Elementary School,South Kitsap School District,Port Orchard,503,210,Yes participating without using any Provision or the CEO
Sunnyslope Elementary School,Wenatchee School District,Wenatchee,292,91,Yes under Community Eligibility Option (CEO)
Sunrise Elementary,Enumclaw School District,Enumclaw,382,139,Yes participating without using any Provision or the CEO
Sunrise Elementary,Puyallup School District,Puyallup,724,387,Yes under Community Eligibility Option (CEO)
Sunrise Elementary,Northshore School District,Redmond,322,20,Yes participating without using any Provision or the CEO
Sunrise Elementary,Central Valley School District,Spokane Valley,644,166,Yes participating without using any Provision or the CEO
Sunrise Elementary School,Kent School District,Kent,512,227,Yes under Community Eligibility Option (CEO)
Sunset Elementary,Cheney School District,Airway Heights,634,493,Yes under Community Eligibility Option (CEO)
Sunset Elementary,Issaquah School District,Bellevue,499,96,Yes participating without using any Provision or the CEO
Sunset Elementary School,Evergreen School District (Clark),Vancouver,415,232,Yes under Community Eligibility Option (CEO)
Sunset Primary,University Place School District,University Place,548,207,Yes participating without using any Provision or the CEO
Sunset Ridge Intermediate School,Ridgefield School District,Ridgefield,616,168,Yes participating without using any Provision or the CEO
Sunset View Elementary School,Kennewick School District,Kennewick,411,225,Yes under Community Eligibility Option (CEO)
Support School,Federal Way School District,Federal Way,55,26,No
Suquamish Elementary School,North Kitsap School District,Suquamish,314,175,Yes participating without using any Provision or the CEO
Surprise Lake Middle School,Fife School District,Milton,613,340,Yes under Community Eligibility Option (CEO)
Swift Water Elementary,Peninsula School District,Gig Harbor,519,70,Yes participating without using any Provision or the CEO
Swiftwater Alternative High School,Cle Elum-Roslyn School District,Cle Elum,20,13,Yes under Community Eligibility Option (CEO)
Sylvester Middle School,Highline School District,Burien,582,288,Yes under Community Eligibility Option (CEO)
Tacoma Online Elementary School,Tacoma School District,Tacoma,144,95,Yes under Community Eligibility Option (CEO)
Tacoma Online High School,Tacoma School District,Tacoma,497,335,No
Tacoma Online Middle School,Tacoma School District,Tacoma,170,110,No
Tacoma Open Doors,Tacoma School District,Tacoma,392,248,Yes under Community Eligibility Option (CEO)
Tacoma School of the Arts,Tacoma School District,Tacoma,658,301,Yes under Community Eligibility Option (CEO)
Taholah Elementary & Middle School,Taholah School District,Taholah,126,104,No
Taholah High School,Taholah School District,Taholah,66,51,Yes under Community Eligibility Option (CEO)
Tahoma Elementary,Tahoma School District,Maple Valley,688,142,Yes participating without using any Provision or the CEO
Tahoma Senior High School,Tahoma School District,Maple Valley,2919,564,Yes participating without using any Provision or the CEO
Talbot Hill Elementary School,Renton School District,Renton,445,218,Yes under Community Eligibility Option (CEO)
Talley High School,Renton School District,Seattle,248,160,Yes under Community Eligibility Option (CEO)
Tambark Creek Elementary School,Everett School District,Bothell,740,82,Yes participating without using any Provision or the CEO
Tapteal Elementary School,Richland School District,West Richland,458,245,Yes under Community Eligibility Option (CEO)
Technology Access Foundation Academy at Saghalie,Federal Way School District,Federal Way,532,394,Yes under Community Eligibility Option (CEO)
Tehaleh Heights Elementary School,Sumner-Bonney Lake School District,Bonney Lake,627,115,Yes participating without using any Provision or the CEO
Tekoa Elementary School,Tekoa School District,Tekoa,91,39,Yes under Community Eligibility Option (CEO)
Tekoa High School,Tekoa School District,Tekoa,115,60,Yes under Community Eligibility Option (CEO)
Tenino Elementary School,Tenino School District,Tenino,293,171,Yes under Community Eligibility Option (CEO)
Tenino High School,Tenino School District,Tenino,383,174,Yes participating without using any Provision or the CEO
Tenino Middle School,Tenino School District,Tenino,291,153,Yes under Community Eligibility Option (CEO)
Terminal Park Elementary School,Auburn School District,Auburn,610,423,Yes under Community Eligibility Option (CEO)
Terrace Heights Elementary,East Valley School District (Yakima),Yakima,454,301,Yes under Community Eligibility Option (CEO)
Terrace Park Elementary,Edmonds School District,Mtlk Terrace,295,91,Yes participating without using any Provision or the CEO
The Center School,Seattle School District No. 1,Seattle,165,24,Yes participating without using any Provision or the CEO
The Community School,Spokane School District,Spokane,165,81,Yes under Community Eligibility Option (CEO)
The Healing Lodge,Spokane School District,Spokane,24,3,No
The Heights Learning Center,Camas School District,Camas,215,18,No
The Outreach Program,Kent School District,Kent,62,52,Yes under Community Eligibility Option (CEO)
The School at Pearl Youth Residence,Tacoma School District,Tacoma,21,6,Yes under Community Eligibility Option (CEO)
Thomas Jefferson High School,Federal Way School District,Auburn,1810,1301,Yes under Community Eligibility Option (CEO)
Thomas Jefferson Middle School,Vancouver School District,Vancouver,786,277,Yes under Community Eligibility Option (CEO)
Thomas Middle School,Clover Park School District,Lakewood,934,594,Yes under Community Eligibility Option (CEO)
Thompson Elementary School,Grandview School District,Grandview,549,457,Yes under Community Eligibility Option (CEO)
Thompson Preschool,Bethel School District,Tacoma,227,125,Yes under Community Eligibility Option (CEO)
Thorndyke Elementary,Tukwila School District,Seattle,386,334,Yes under Community Eligibility Option (CEO)
Thornton Creek Elementary School,Seattle School District No. 1,Seattle,402,63,Yes participating without using any Provision or the CEO
Thorp Elem & Jr Sr High,Thorp School District,Thorp,247,133,Yes participating without using any Provision or the CEO
Three Rivers Elementary,Pasco School District,Pasco,657,426,Yes under Community Eligibility Option (CEO)
Three Rivers Home Link,Richland School District,Richland,756,163,Yes participating without using any Provision or the CEO
Three Springs High School,Cheney School District,Cheney,103,86,Yes under Community Eligibility Option (CEO)
Thunder Mountain Middle School,Enumclaw School District,Enumclaw,506,150,Yes participating without using any Provision or the CEO
Thurgood Marshall Elementary,Seattle School District No. 1,Seattle,500,195,Yes under Community Eligibility Option (CEO)
Thurgood Marshall Middle School,Olympia School District,Olympia,469,187,Yes participating without using any Provision or the CEO
Thurs Co Juv Det/Tumwater West E,Tumwater School District,Tumwater,5,,No
Tieton Elementary School,Highland School District,Tieton,202,153,Yes under Community Eligibility Option (CEO)
Tiffany Park Elementary School,Renton School District,Renton,379,235,Yes under Community Eligibility Option (CEO)
Tiger Cubs Eceap,Ephrata School District,Ephrata,83,80,No
Tillicum Elementary School,Clover Park School District,Lakewood,272,217,Yes under Community Eligibility Option (CEO)
Tillicum Middle School,Bellevue School District,Bellevue,676,134,Yes participating without using any Provision or the CEO
Timber Ridge Elementary School,Snoqualmie Valley School District,Snoqualmie,607,73,Yes participating without using any Provision or the CEO
Timbercrest Middle School,Northshore School District,Woodinville,665,64,Yes participating without using any Provision or the CEO
Timberline High School,North Thurston Public Schools,Lacey,1401,573,Yes participating without using any Provision or the CEO
Timberline Middle School,Lake Washington School District,Redmond,788,56,Yes participating without using any Provision or the CEO
Todd Beamer High School,Federal Way School District,Federal Way,1412,1028,Yes under Community Eligibility Option (CEO)
Toledo Elementary School,Toledo School District,Toledo,432,211,Yes under Provision 2
Toledo High School,Toledo School District,Toledo,250,111,Yes under Community Eligibility Option (CEO)
Toledo Middle School,Toledo School District,Toledo,186,90,Yes under Community Eligibility Option (CEO)
Tolt Middle School,Riverview School District,Carnation,633,141,Yes participating without using any Provision or the CEO
Tonasket Choice High School,Tonasket School District,Tonasket,22,19,No
Tonasket Elementary School,Tonasket School District,Tonasket,476,354,Yes under Community Eligibility Option (CEO)
Tonasket High School,Tonasket School District,Tonasket,280,199,Yes under Community Eligibility Option (CEO)
Tonasket Middle School,Tonasket School District,Tonasket,221,156,Yes under Community Eligibility Option (CEO)
Tonasket Outreach School,Tonasket School District,Tonasket,105,72,No
Toppenish High School,Toppenish School District,Toppenish,969,773,Yes under Community Eligibility Option (CEO)
Toppenish Middle School,Toppenish School District,Toppenish,757,679,Yes under Community Eligibility Option (CEO)
Toppenish Pre School,Toppenish School District,Toppenish,198,183,Yes under Community Eligibility Option (CEO)
Tops K-8 School,Seattle School District No. 1,Seattle,447,130,Yes participating without using any Provision or the CEO
Totem Falls,Snohomish School District,Snohomish,412,45,Yes participating without using any Provision or the CEO
Totem Middle School,Marysville School District,Marysville,522,356,Yes under Community Eligibility Option (CEO)
Touchet Elem & High School,Touchet School District,Touchet,251,150,Yes participating without using any Provision or the CEO
Touchstone,Olympia School District,Olympia,2,,No
Toutle Lake Elementary,Toutle Lake School District,Toutle,365,154,Yes participating without using any Provision or the CEO
Toutle Lake High School,Toutle Lake School District,Toutle,308,153,Yes participating without using any Provision or the CEO
Transition 18-21 Program,Bethel School District,Spanaway,58,29,No
Transition Day Students,Clover Park School District,Lakewood,8,,No
Trent School,East Valley School District (Spokane),Spokane Valley,511,434,Yes under Community Eligibility Option (CEO)
Trentwood School,East Valley School District (Spokane),Spokane Valley,402,261,Yes under Community Eligibility Option (CEO)
Trout Lake Elementary,Trout Lake School District,Trout Lake,79,26,No
Trout Lake School,Trout Lake School District,Trout Lake,130,59,No
Truman Middle School,Tacoma School District,Tacoma,438,217,Yes under Community Eligibility Option (CEO)
Tukes Valley Middle School,Battle Ground School District,Battle Ground,449,194,Yes participating without using any Provision or the CEO
