school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Clay-Battelle High School,Monongalia County Schools,Blacksville,332,,Yes under Community Eligibility Option (CEO),false
Clear Fork District Elementary,Raleigh County Schools,Artie,94,,Yes under Community Eligibility Option (CEO),false
Clendenin Elementary School,Kanawha County Schools,Elkview,335,,Yes under Community Eligibility Option (CEO),false
Coal City Elementary,Raleigh County Schools,Coal City,387,,Yes under Community Eligibility Option (CEO),false
Coalton Elementary School,Randolph County Schools,Coalton,156,,Yes under Community Eligibility Option (CEO),false
Compass Virtual Academy,Mercer County Schools,Princeton,42,,No,false
Confidence Elementary School,Putnam County Schools,Liberty,102,,Yes under Community Eligibility Option (CEO),false
Conner Street Elementary School,Putnam County Schools,Hurricane,292,,Yes under Community Eligibility Option (CEO),false
Cottageville Elementary School,Jackson County Schools,Cottageville,161,,Yes under Community Eligibility Option (CEO),false
Cox Landing Elementary School,Cabell County Schools,Lesage,206,,Yes under Community Eligibility Option (CEO),false
Cranberry-Prosperity Elementary,Raleigh County Schools,Beckley,272,,Yes under Community Eligibility Option (CEO),false
Creed Collins Elementary,Ritchie County Schools,Pennsboro,211,,Yes under Community Eligibility Option (CEO),false
Crescent Elementary,Raleigh County Schools,Beckley,304,,Yes under Community Eligibility Option (CEO),false
Crichton Elementary,Greenbrier County Schools,Quinwood,91,,Yes under Community Eligibility Option (CEO),false
Criss Elementary School,Wood County Schools,Parkersburg,267,,Yes under Community Eligibility Option (CEO),false
Cross Lanes Elementary School,Kanawha County Schools,Charleston,294,,Yes under Community Eligibility Option (CEO),false
Crossroads Academy,Cabell County Schools,Huntington,43,,Yes under Community Eligibility Option (CEO),false
Crum Pre K-8 School,Wayne County Schools,Crum,236,,Yes under Community Eligibility Option (CEO),true
Culloden Elementary School,Cabell County Schools,Culloden,194,,Yes under Community Eligibility Option (CEO),false
Daniels Elementary,Raleigh County Schools,Daniels,510,,Yes under Community Eligibility Option (CEO),false
Davis Creek Elementary School,Cabell County Schools,Barboursville,235,,Yes under Community Eligibility Option (CEO),false
Davis Elementary School,Braxton County Schools,Gassaway,147,,Yes under Community Eligibility Option (CEO),false
Davis Thomas Elementary Middle School,Tucker County Schools,Thomas,189,,Yes under Community Eligibility Option (CEO),true
Dingess Elementary School,Mingo County Schools,Dingess,110,,Yes under Community Eligibility Option (CEO),false
Divide Elementary,Fayette County Schools,Lookout,189,,Yes under Community Eligibility Option (CEO),false
Doddridge County Early Learning Academy,Doddridge County Schools,West Union,170,,Yes under Community Eligibility Option (CEO),false
Doddridge County Elementary School,Doddridge County Schools,West Union,331,,Yes under Community Eligibility Option (CEO),false
Doddridge County High School,Doddridge County Schools,West Union,355,,Yes under Community Eligibility Option (CEO),false
Doddridge County Middle School,Doddridge County Schools,West Union,352,,Yes under Community Eligibility Option (CEO),false
Driswood Elementary School,Jefferson County Schools,Shenandoah Junction,348,,Yes under Community Eligibility Option (CEO),false
Du Pont Middle School,Kanawha County Schools,Belle,440,,Yes under Community Eligibility Option (CEO),true
Dunbar Intermediate Center,Kanawha County Schools,Dunbar,232,,Yes under Community Eligibility Option (CEO),false
Dunbar Middle School,Kanawha County Schools,Dunbar,325,,Yes under Community Eligibility Option (CEO),true
Dunbar Primary Center,Kanawha County Schools,Dunbar,271,,Yes under Community Eligibility Option (CEO),false
Dunlow Elementary School,Wayne County Schools,Dunlow,54,,Yes under Community Eligibility Option (CEO),false
Duval PK-8,Lincoln County Schools,Griffithsville,300,,Yes under Community Eligibility Option (CEO),true
