school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Blue Bell El Sch,Wissahickon SD,Blue Bell,522,,Yes participating without using any Provision or the CEO,false
Blue Mountain El East School,Blue Mountain SD,Orwigsburg,609,,Yes participating without using any Provision or the CEO,false
Blue Mountain El West Sch,Blue Mountain SD,Friedensburg,451,,Yes participating without using any Provision or the CEO,false
Blue Mountain HS,Blue Mountain SD,Schuylkill Haven,791,,Yes participating without using any Provision or the CEO,false
Blue Mountain MS,Blue Mountain SD,Orwigsburg,561,,Yes under Community Eligibility Option (CEO),false
Blue Ridge El Sch,Blue Ridge SD,New Milford,496,,Yes under Community Eligibility Option (CEO),false
Blue Ridge HS,Blue Ridge SD,New Milford,297,,Yes under Community Eligibility Option (CEO),true
Blue Ridge MS,Blue Ridge SD,New Milford,225,,Yes under Community Eligibility Option (CEO),true
Bobtown El Sch,Southeastern Greene SD,Bobtown,317,,Yes under Community Eligibility Option (CEO),false
Bodine William W HS,Philadelphia City SD,Philadelphia,489,,Yes under Community Eligibility Option (CEO),true
Boiling Springs HS,South Middleton SD,Boiling Springs,707,,Yes participating without using any Provision or the CEO,false
Bon Air El Sch,Burrell SD,Lower Burrell,447,,Yes participating without using any Provision or the CEO,false
Bon Meade El Sch,Moon Area SD,Moon township,572,,Yes participating without using any Provision or the CEO,false
Boothwyn El Sch,Chichester SD,Boothwyn,269,,Yes under Community Eligibility Option (CEO),false
Borland Manor El Sch,Canon-McMillan SD,Canonsburg,273,,Yes participating without using any Provision or the CEO,false
Bower Hill El Sch,Peters Township SD,Venetia,689,,Yes participating without using any Provision or the CEO,false
Boyce MS,Upper St. Clair SD,Pittsburgh,624,,Yes participating without using any Provision or the CEO,false
Boyertown Area MS-East,Boyertown Area SD,Gilbertsville,841,,Yes participating without using any Provision or the CEO,false
Boyertown Area MS-West,Boyertown Area SD,Boyertown,668,,Yes participating without using any Provision or the CEO,false
Boyertown Area SHS,Boyertown Area SD,Boyertown,2052,,Yes participating without using any Provision or the CEO,false
Boyertown El Sch,Boyertown Area SD,Boyertown,632,,Yes participating without using any Provision or the CEO,false
Boys' Latin of Philadelphia CS,Boys' Latin of Philadelphia CS,Philadelphia,747,,Yes under Community Eligibility Option (CEO),true
Bradford Area HS,Bradford Area SD,Bradford,702,,Yes under Community Eligibility Option (CEO),true
Bradford Hgts El Sch,Downingtown Area SD,Downingtown,534,,Yes participating without using any Provision or the CEO,false
Bradford Woods El Sch,North Allegheny SD,Bradford Woods,343,,Yes participating without using any Provision or the CEO,false
Brandywine Heights El Sch,Brandywine Heights Area SD,Topton,372,,Yes participating without using any Provision or the CEO,false
Brandywine Heights HS,Brandywine Heights Area SD,Mertztown,413,,Yes participating without using any Provision or the CEO,false
Brandywine Heights Intrmd/MS,Brandywine Heights Area SD,Topton,460,,Yes participating without using any Provision or the CEO,false
Brandywine-Wallace El Sch,Downingtown Area SD,Downingtown,488,,Yes participating without using any Provision or the CEO,false
Brecht Sch,Manheim Township SD,Lancaster,236,,Yes participating without using any Provision or the CEO,false
Brecknock El Sch,Eastern Lancaster County SD,Denver,441,,Yes under Community Eligibility Option (CEO),false
Brecknock El Sch,Governor Mifflin SD,Mohnton,459,,Yes participating without using any Provision or the CEO,false
Bregy F Amedee Sch,Philadelphia City SD,Philadelphia,264,,Yes under Community Eligibility Option (CEO),true
Brentwood MS,Brentwood Borough SD,Pittsburgh,269,,Yes participating without using any Provision or the CEO,true
Brentwood SHS,Brentwood Borough SD,Pittsburgh,331,,Yes participating without using any Provision or the CEO,true
Bridesburg Sch,Philadelphia City SD,Philadelphia,525,,Yes under Community Eligibility Option (CEO),true
Bridge Valley El Sch,Central Bucks SD,Furlong,617,,Yes participating without using any Provision or the CEO,false
Bridgeport El Sch,Upper Merion Area SD,Bridgeport,254,,Yes under Community Eligibility Option (CEO),false
Bridle Path El Sch,North Penn SD,Lansdale,508,,Yes participating without using any Provision or the CEO,false
Brigadier General Anna Mae Hays El Sch,Allentown City SD,Allentown,807,,Yes under Community Eligibility Option (CEO),false
Bristol HS,Bristol Borough SD,Bristol,318,,Yes participating without using any Provision or the CEO,true
Bristol MS,Bristol Borough SD,Bristol,187,,Yes participating without using any Provision or the CEO,true
Broad Street El Sch,Butler Area SD,Butler,228,,Yes participating without using any Provision or the CEO,false
Broad Street El Sch,Mechanicsburg Area SD,Mechanicsburg,239,,Yes participating without using any Provision or the CEO,false
Brockway Area Elementary Sch,Brockway Area SD,Brockway,433,,Yes participating without using any Provision or the CEO,false
