school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Brookfield Elementary,Brookfield,Brookfield,289,,Yes under Community Eligibility Option (CEO),false
Brookline Early Education Program at Beacon,Brookline,Brookline,47,,Yes participating without using any Provision or the CEO,false
Brookline Early Education Program at Putterham,Brookline,Chestnut Hill,46,,Yes participating without using any Provision or the CEO,false
Brookline High,Brookline,Brookline,2181,,Yes participating without using any Provision or the CEO,false
Brooks School,Medford,Medford,556,,Yes under Community Eligibility Option (CEO),false
Brookside,Milford,Milford,578,,Yes under Community Eligibility Option (CEO),false
Brookside Elementary,Dracut,Dracut,487,,Yes under Community Eligibility Option (CEO),false
Brophy,Framingham,Framingham,504,,Yes under Community Eligibility Option (CEO),false
Brown,Natick,Natick,494,,Yes participating without using any Provision or the CEO,false
Bryantville Elementary,Pembroke,Pembroke,421,,Yes participating without using any Provision or the CEO,false
Bryn Mawr,Auburn,Auburn,241,,Yes under Community Eligibility Option (CEO),false
Buckland-Shelburne Regional,Mohawk Trail,Shelburne Falls,270,,Yes under Community Eligibility Option (CEO),false
Burgess Elementary,Sturbridge,Sturbridge,842,,Yes participating without using any Provision or the CEO,false
Burke/Memorial Elementary School,Medway,Medway,506,,Yes participating without using any Provision or the CEO,false
Burlington High,Burlington,Burlington,1019,,Yes participating without using any Provision or the CEO,false
Burncoat Middle School,Worcester,Worcester,720,,Yes under Community Eligibility Option (CEO),true
Burncoat Senior High,Worcester,Worcester,1073,,Yes under Community Eligibility Option (CEO),false
Burncoat Street,Worcester,Worcester,223,,Yes under Community Eligibility Option (CEO),false
Byam School,Chelmsford,Chelmsford,510,,Yes participating without using any Provision or the CEO,false
C a Farley,Hudson,Hudson,474,,Yes under Community Eligibility Option (CEO),false
C C Burr,Newton,Auburndale,350,,Yes participating without using any Provision or the CEO,false
C.t. Douglas Elementary School,Acton-Boxborough,Acton,408,,Yes participating without using any Provision or the CEO,false
Cabot,Newton,Newtonville,414,,Yes participating without using any Provision or the CEO,false
Caleb Dustin Hunking School,Haverhill,Haverhill,1062,,Yes under Community Eligibility Option (CEO),true
Calvin Coolidge School,Shrewsbury,Shrewsbury,287,,Yes under Community Eligibility Option (CEO),false
Cambridge Rindge and Latin,Cambridge,Cambridge,2072,,Yes under Community Eligibility Option (CEO),false
Cambridge Street Upper School,Cambridge,Cambridge,301,,Yes under Community Eligibility Option (CEO),true
Cambridgeport,Cambridge,Cambridge,263,,Yes under Community Eligibility Option (CEO),false
Cameron Middle School,Framingham,Framingham,592,,Yes under Community Eligibility Option (CEO),true
Canterbury,Worcester,Worcester,329,,Yes under Community Eligibility Option (CEO),false
Canton High,Canton,Canton,968,,Yes participating without using any Provision or the CEO,false
Cape Cod Lighthouse Charter School,Cape Cod Lighthouse Charter,East Harwich,251,,Yes participating without using any Provision or the CEO,false
Cape Cod Region Vocational Technical,Cape Cod Regional Vocational Technical,Harwich,682,,Yes under Community Eligibility Option (CEO),true
Capt William G Shoemaker,Lynn,Lynn,361,,Yes under Community Eligibility Option (CEO),false
Captain Samuel Brown,Peabody,Peabody,369,,Yes under Community Eligibility Option (CEO),false
Capuano Early Childhood Center,Somerville,Somerville,250,,Yes under Community Eligibility Option (CEO),false
Cardinal O'Connell Early Learning Center,Lowell,Lowell,121,,Yes under Community Eligibility Option (CEO),false
Carlisle School,Carlisle,Carlisle,612,,Yes participating without using any Provision or the CEO,false
Carlos Pacheco,New Bedford,New Bedford,242,,Yes under Community Eligibility Option (CEO),false
Carlton,Salem,Salem,247,,Yes under Community Eligibility Option (CEO),false
Carlton M. Viveiros Elementary School,Fall River,Fall River,712,,Yes under Community Eligibility Option (CEO),false
Carol Huebner Early Childhood Program,Acton-Boxborough,Acton,116,,Yes participating without using any Provision or the CEO,false
Carter School,Boston,Dorchester,28,,Yes participating without using any Provision or the CEO,true
Carver Elementary School,Carver,Carver,788,,Yes under Community Eligibility Option (CEO),false
Carver Middle/High School,Carver,Carver,688,,Yes under Community Eligibility Option (CEO),false
Casimir Pulaski,New Bedford,New Bedford,551,,Yes under Community Eligibility Option (CEO),false
Cedar Elementary,Hanover,Hanover,479,,Yes participating without using any Provision or the CEO,false
Center,Longmeadow,Longmeadow,412,,Yes participating without using any Provision or the CEO,false
Center,Mattapoisett,Mattapoisett,227,,Yes participating without using any Provision or the CEO,false
Center,Peabody,Peabody,123,,Yes under Community Eligibility Option (CEO),false
Center Elementary,Hanover,Hanover,582,,Yes participating without using any Provision or the CEO,false
Center Elementary School,Chelmsford,Chelmsford,480,,Yes participating without using any Provision or the CEO,false
Center Elementary School,Tewksbury,Tewksbury,812,,Yes participating without using any Provision or the CEO,false
Center for Technical Education Innovation,Leominster,Leominster,821,,Yes participating without using any Provision or the CEO,true
Center School,Nashoba,Stow,485,,Yes participating without using any Provision or the CEO,false
Centerville Elementary,Beverly,Beverly,327,,Yes under Community Eligibility Option (CEO),false
Centerville Elementary,Barnstable,Centerville,267,,Yes under Community Eligibility Option (CEO),false
Central,East Bridgewater,East Bridgewater,520,,Yes under Community Eligibility Option (CEO),false
Central Middle,Quincy,Quincy,671,,Yes under Community Eligibility Option (CEO),false
Central Tree Middle,Wachusett,Rutland,369,,Yes participating without using any Provision or the CEO,false
Chace Street,Somerset,Somerset,297,,Yes under Community Eligibility Option (CEO),false
Champion High School,Brockton,Brockton,163,,Yes under Community Eligibility Option (CEO),false
Chandler Elementary,Duxbury,Duxbury,665,,Yes participating without using any Provision or the CEO,false
Chandler Elementary Community,Worcester,Worcester,402,,Yes under Community Eligibility Option (CEO),false
Channing Elementary School,Boston,Hyde Park,194,,Yes under Community Eligibility Option (CEO),false
Charles a Bernazzani Elementary,Quincy,Quincy,339,,Yes under Community Eligibility Option (CEO),false
Charles C Cashman Elementary,Amesbury,Amesbury,413,,Yes under Community Eligibility Option (CEO),false
Charles D Harrington,Chelmsford,North Chelmsford,468,,Yes participating without using any Provision or the CEO,false
Charles E Brown Middle,Newton,Newton Centre,713,,Yes participating without using any Provision or the CEO,false
Charles E Roderick,Wrentham,Wrentham,357,,Yes participating without using any Provision or the CEO,false
Charles J Prescott,Norwood,Norwood,267,,Yes under Community Eligibility Option (CEO),false
Charles Jaworek School,Marlborough,Marlborough,631,,Yes under Community Eligibility Option (CEO),false
