school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Daniels Canyon School,Wasatch District,Heber City,623,203,Yes participating without using any Provision or the CEO,false
David Gourley School,Granite District,Kearns,423,200,Yes participating without using any Provision or the CEO,false
Davinci Academy,Davinci Academy,Ogden,1271,325,Yes participating without using any Provision or the CEO,false
Davis Connect 7-12,Davis District,Layton,262,59,No,false
Davis Connect K-6,Davis District,Farmington,105,30,No,false
Davis High,Davis District,Kaysville,2238,203,Yes participating without using any Provision or the CEO,false
Davis School,Uintah District,Vernal,442,188,Yes participating without using any Provision or the CEO,false
Daybreak School,Jordan District,South Jordan,701,150,Yes participating without using any Provision or the CEO,false
Deerfield School,Alpine District,Cedar Hills,554,55,Yes participating without using any Provision or the CEO,false
Delta High,Millard District,Delta,592,221,Yes participating without using any Provision or the CEO,false
Delta Middle,Millard District,Delta,613,237,Yes participating without using any Provision or the CEO,false
Delta North School,Millard District,Delta,427,185,Yes participating without using any Provision or the CEO,false
Delta South School,Millard District,Delta,315,132,Yes participating without using any Provision or the CEO,false
Desert Canyons Elementary,Washington District,Saint George,670,137,Yes participating without using any Provision or the CEO,false
Desert Hills High,Washington District,Saint George,1241,152,Yes participating without using any Provision or the CEO,false
Desert Hills Middle,Washington District,Saint George,909,147,Yes participating without using any Provision or the CEO,false
Desert Sky,Alpine District,Eagle Mountain,1096,183,Yes participating without using any Provision or the CEO,false
Diamond Fork Middle,Nebo District,Spanish Fork,1074,316,Yes participating without using any Provision or the CEO,false
Diamond Ridge High School,Canyons District,Sandy,184,73,Yes participating without using any Provision or the CEO,true
Diamond Ridge School,Granite District,Salt Lake City,483,123,Yes participating without using any Provision or the CEO,false
Diamond Valley School,Washington District,St George,386,102,Yes participating without using any Provision or the CEO,false
Digital Education Center,Tooele District,Tooele,230,56,No,false
Dilworth School,Salt Lake District,Salt Lake City,463,88,Yes participating without using any Provision or the CEO,false
Discovery School,Box Elder District,Brigham City,448,150,Yes participating without using any Provision or the CEO,false
Discovery School,Uintah District,Vernal,656,194,Yes participating without using any Provision or the CEO,false
Dixie High,Washington District,St George,1263,372,Yes participating without using any Provision or the CEO,false
Dixie Middle,Washington District,St George,844,282,Yes participating without using any Provision or the CEO,false
Douglas T. Orchard School,Granite District,West Valley City,411,201,Yes participating without using any Provision or the CEO,false
Doxey School,Davis District,Sunset,375,170,Yes participating without using any Provision or the CEO,false
Draper Park Middle,Canyons District,Draper,1411,176,Yes participating without using any Provision or the CEO,false
Draper School,Canyons District,Draper,680,96,Yes participating without using any Provision or the CEO,false
Dry Creek School,Alpine District,Lehi,1157,183,Yes participating without using any Provision or the CEO,false
Dual Immersion Academy,Dual Immersion Academy,Salt Lake City,433,270,Yes under Provision 2,false
Duchesne High,Duchesne District,Duchesne,408,142,Yes participating without using any Provision or the CEO,false
Duchesne School,Duchesne District,Duchesne,419,214,Yes participating without using any Provision or the CEO,false
Dugway,Tooele District,Dugway,112,23,Yes participating without using any Provision or the CEO,false
Eagle Bay School,Davis District,Farmington,477,37,Yes participating without using any Provision or the CEO,false
Eagle Valley School,Alpine District,Eagle Mountain,827,243,Yes participating without using any Provision or the CEO,false
Eagle View School,Uintah District,Roosevelt,278,208,Yes participating without using any Provision or the CEO,true
Eaglecrest School,Alpine District,Lehi,755,75,Yes participating without using any Provision or the CEO,false
Early Childhood Center,Murray District,Murray,147,31,No,false
