school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Amboy Central Elem School,Amboy CUSD 272,Amboy,283,139,Yes under Community Eligibility Option (CEO),false
Amboy High School,Amboy CUSD 272,Amboy,229,87,Yes under Community Eligibility Option (CEO),false
Amboy Jr High School,Amboy CUSD 272,Amboy,210,99,Yes under Community Eligibility Option (CEO),false
Amelia V Carriel Jr High,O Fallon CCSD 90,O Fallon,664,177,Yes participating without using any Provision or the CEO,false
American Dreamer STEM Academy,Decatur SD 61,Decatur,423,377,Yes under Community Eligibility Option (CEO),false
Americana Elementary School,Queen Bee SD 16,Glendale Heights,401,219,Yes participating without using any Provision or the CEO,false
Amos Alonzo Stagg High School,Cons HSD 230,Palos Hills,2560,,No,true
Amundsen High School,Chicago Public Schools Dist 299,Chicago,1507,561,Yes under Community Eligibility Option (CEO),true
Andalusia Elem School,Rockridge CUSD 300,Andalusia,272,57,Yes participating without using any Provision or the CEO,false
Anderson Elem School,St Charles CUSD 303,Saint Charles,460,158,Yes participating without using any Provision or the CEO,false
Andrew Cooke Magnet Elem School,Waukegan CUSD 60,Waukegan,395,224,Yes under Community Eligibility Option (CEO),false
Ann Reid Early Childhood Center,Naperville CUSD 203,Naperville,375,,No,false
Anna Junior High School,Anna CCSD 37,Anna,236,116,Yes under Community Eligibility Option (CEO),false
Anna McDonald Elem School,Manhattan SD 114,Manhattan,434,80,Yes participating without using any Provision or the CEO,false
Anna-Jonesboro High School,Anna Jonesboro CHSD 81,Anna,476,241,Yes participating without using any Provision or the CEO,true
Annawan Grade School,Annawan CUSD 226,Annawan,243,93,Yes participating without using any Provision or the CEO,false
Annawan High School,Annawan CUSD 226,Annawan,99,32,Yes participating without using any Provision or the CEO,false
Anne Fox Elem School,Schaumburg CCSD 54,Hanover Park,324,,No,false
Anne M Jeans Elem School,CCSD 180,Willowbrook,277,247,Yes under Community Eligibility Option (CEO),false
Anne Sullivan Elem School,Prospect Heights SD 23,Prospect Heights,329,121,Yes participating without using any Provision or the CEO,false
Annette Officer Elementary,East St Louis SD 189,East Saint Louis,362,362,Yes under Community Eligibility Option (CEO),false
Annie Jo Gordon Comm Lrning Cntr,Peoria SD 150,Peoria,542,500,Yes under Community Eligibility Option (CEO),false
Antioch Comm High School,Chsd 117,Antioch,1313,,No,false
Antioch Upper Grade School,Antioch CCSD 34,Antioch,875,269,Yes participating without using any Provision or the CEO,false
Aplington Middle School,Polo CUSD 222,Polo,114,55,Yes under Community Eligibility Option (CEO),false
Apollo Elem School,Mercer County School District 404,Aledo,362,187,Yes under Community Eligibility Option (CEO),false
Apollo Elem School,East Maine SD 63,Des Plaines,536,366,Yes participating without using any Provision or the CEO,false
Aptakisic Junior High School,Aptakisic-Tripp CCSD 102,Buffalo Grove,940,,No,false
Arbor Elementary School,Arbor Park SD 145,Oak Forest,232,109,Yes participating without using any Provision or the CEO,false
Arbor Park Middle School,Arbor Park SD 145,Oak Forest,520,257,Yes participating without using any Provision or the CEO,false
Arbor View Elem School,CCSD 89,Glen Ellyn,313,70,Yes participating without using any Provision or the CEO,false
Arc,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,Jacksonville,0,,Yes under Community Eligibility Option (CEO),true
Arcadia Elem School,Matteson ESD 162,Olympia Fields,516,225,Yes under Community Eligibility Option (CEO),false
Arcola Elementary School,Arcola CUSD 306,Arcola,410,188,Yes participating without using any Provision or the CEO,false
Arcola High School,Arcola CUSD 306,Arcola,299,171,Yes participating without using any Provision or the CEO,true
Ardmore Elem School,Addison SD 4,Addison,230,183,Yes under Community Eligibility Option (CEO),false
Ardmore Elem School,SD 45 DuPage County,Villa Park,425,108,Yes under Community Eligibility Option (CEO),false
Argenta-Oreana Elementary School,Argenta-Oreana CUSD 1,Oreana,445,238,Yes participating without using any Provision or the CEO,false
Argenta-Oreana High School,Argenta-Oreana CUSD 1,Argenta,268,150,Yes participating without using any Provision or the CEO,true
Argenta-Oreana Middle School,Argenta-Oreana CUSD 1,Argenta,180,108,Yes participating without using any Provision or the CEO,false
Argo Community High School,Argo CHSD 217,Summit,1817,1174,Yes under Community Eligibility Option (CEO),true
Ariel Elem Community Academy,Chicago Public Schools Dist 299,Chicago,364,259,Yes under Community Eligibility Option (CEO),false
Arland D Williams Jr Elem Sch,Mattoon CUSD 2,Mattoon,653,448,Yes under Community Eligibility Option (CEO),false
Arlene Welch Elementary School,Indian Prairie CUSD 204,Naperville,576,167,Yes participating without using any Provision or the CEO,false
Armour Elem School,Chicago Public Schools Dist 299,Chicago,255,197,Yes under Community Eligibility Option (CEO),false
Armstrong G Elem Intl Studies,Chicago Public Schools Dist 299,Chicago,1304,1099,Yes under Community Eligibility Option (CEO),false
Armstrong High School,Armstrong Twp HSD 225,Armstrong,114,43,Yes participating without using any Provision or the CEO,false
Armstrong-Ellis Elem School,Armstrong-Ellis Cons SD 61,Armstrong,81,33,Yes participating without using any Provision or the CEO,false
Armstrong-Oakview Elem School,East Peoria SD 86,East Peoria,155,63,Yes under Community Eligibility Option (CEO),false
Army Trail Elem School,Addison SD 4,Addison,258,204,Yes under Community Eligibility Option (CEO),false
Arnett C Lines Elem School,Barrington CUSD 220,Barrington,501,70,Yes participating without using any Provision or the CEO,false
Arnold J Tyler School,New Lenox SD 122,New Lenox,372,56,Yes participating without using any Provision or the CEO,false
Arnold W Kruse Ed Center,CCSD 146,Orland Park,462,190,Yes participating without using any Provision or the CEO,false
Art in Motion Charter School,Chicago Public Schools Dist 299,Chicago,602,476,Yes under Community Eligibility Option (CEO),false
