school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Dayville School,Dayville SD 16J,Dayville,48,38,Yes under Community Eligibility Option (CEO),true
Deep Creek - Damascus K-8 School,Gresham-Barlow SD 10J,Damascus,477,393,Yes under Community Eligibility Option (CEO),false
Deer Creek Elementary School,Tigard-Tualatin SD 23J,Tigard,534,310,Yes under Community Eligibility Option (CEO),false
Desert Sky Montessori,Bend-LaPine Administrative SD 1,Bend,168,,No,false
Desert View Elementary School,Hermiston SD 8,Hermiston,351,322,Yes under Community Eligibility Option (CEO),false
Destinations Academy,Coos Bay SD 9,Coos Bay,46,52,Yes under Community Eligibility Option (CEO),true
Destinations Career Academy of Oregon,Mitchell SD 55,Prineville,79,,No,false
Dexter McCarty Middle School,Gresham-Barlow SD 10J,Gresham,514,423,Yes under Community Eligibility Option (CEO),false
Diamond Elementary School,Diamond SD 7,Diamond,14,,No,false
Dillard Alternative High School,Winston-Dillard SD 116,Dillard,41,33,Yes under Community Eligibility Option (CEO),true
Dilley Elementary School,Forest Grove SD 15,Forest Grove,201,163,Yes under Community Eligibility Option (CEO),false
Dorena School,South Lane SD 45J3,Dorena,100,77,Yes under Community Eligibility Option (CEO),true
Double O Elementary School,Double O SD 28,Hines,5,,No,false
Douglas Gardens Elementary School,Springfield SD 19,Springfield,293,296,Yes under Community Eligibility Option (CEO),false
Douglas High School,Winston-Dillard SD 116,Winston,357,262,Yes under Community Eligibility Option (CEO),false
Dr. Martin Luther King Jr. School,Portland SD 1J,Portland,312,348,Yes under Community Eligibility Option (CEO),false
Drewsey Elementary School,Drewsey SD 13,Drewsey,7,,No,false
Driftwood Elementary School,Port Orford-Langlois SD 2CJ,Port Orford,174,133,Yes under Community Eligibility Option (CEO),true
Dry Hollow Elementary School,North Wasco County SD 21,The Dalles,424,422,Yes under Community Eligibility Option (CEO),false
Dufur School,Dufur SD 29,Dufur,352,233,Yes under Community Eligibility Option (CEO),true
Dundee Elementary School,Newberg SD 29J,Dundee,216,149,Yes under Community Eligibility Option (CEO),false
Duniway Elementary School,Portland SD 1J,Portland,387,161,Yes under Community Eligibility Option (CEO),false
Duniway Middle School,McMinnville SD 40,McMinnville,761,591,Yes under Community Eligibility Option (CEO),false
Durham Elementary School,Tigard-Tualatin SD 23J,Tigard,471,288,Yes under Community Eligibility Option (CEO),false
