school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Middle School of Excellence,Capital School District,Dover,608,,Yes participating without using any Provision or the CEO,false
Middle School of Innovation,Capital School District,Dover,690,,Yes participating without using any Provision or the CEO,false
Middletown High School,Appoquinimink School District,Middletown,1231,,Yes participating without using any Provision or the CEO,false
Milford Central Academy,Milford School District,Milford,1013,,Yes under Community Eligibility Option (CEO),true
Milford Senior High School,Milford School District,Milford,1271,,Yes under Community Eligibility Option (CEO),true
Millsboro Middle School,Indian River School District,Millsboro,726,,Yes participating without using any Provision or the CEO,true
Milton Elementary School,Cape Henlopen School District,Milton,582,,Yes participating without using any Provision or the CEO,false
Mispillion Elementary,Milford School District,Milford,568,,Yes under Community Eligibility Option (CEO),false
Moore (John Bassett) School,Smyrna School District,Smyrna,638,,Yes participating without using any Provision or the CEO,false
Morris (Evelyn I.) Early Childhood,Milford School District,Lincoln,438,,Yes under Community Eligibility Option (CEO),false
Mot Charter School,MOT Charter School,Middletown,1407,,Yes participating without using any Provision or the CEO,true
Mote (Anna P.) Elementary School,Red Clay Consolidated School District,Wilmington,310,,Yes under Community Eligibility Option (CEO),false
Mount Pleasant Elementary School,Brandywine School District,Wilmington,674,,Yes under Community Eligibility Option (CEO),false
Mount Pleasant High School,Brandywine School District,Wilmington,1084,,Yes participating without using any Provision or the CEO,false
Nellie Hughes Stokes Elementary School,Caesar Rodney School District,Dover,487,,Yes participating without using any Provision or the CEO,false
New Castle Elementary School,Colonial School District,New Castle,383,,Yes under Community Eligibility Option (CEO),false
Newark Charter School,Newark Charter School,Newark,3109,,Yes participating without using any Provision or the CEO,true
Newark High School,Christina School District,Newark,1039,,Yes participating without using any Provision or the CEO,true
North Dover Elementary School,Capital School District,Dover,333,,Yes under Community Eligibility Option (CEO),false
North Georgetown Elementary School,Indian River School District,Georgetown,754,,Yes participating without using any Provision or the CEO,false
North Laurel Early Learning Academy,Laurel School District,Laurel,273,,Yes under Community Eligibility Option (CEO),false
North Smyrna Elementary School,Smyrna School District,Smyrna,557,,Yes under Community Eligibility Option (CEO),false
North Star Elementary School,Red Clay Consolidated School District,Hockessin,589,,Yes participating without using any Provision or the CEO,false
Oberle (William) Elementary School,Christina School District,Bear,512,,Yes under Community Eligibility Option (CEO),false
Odessa High School,Appoquinimink School District,Townsend,1254,,Yes participating without using any Provision or the CEO,false
Odyssey Charter School,Odyssey Charter School,Wilmington,2286,,Yes participating without using any Provision or the CEO,true
Old State Elementary School,Appoquinimink School District,Townsend,765,,Yes participating without using any Provision or the CEO,false
Penn (William) High School,Colonial School District,New Castle,2069,,Yes under Community Eligibility Option (CEO),true
Phillis Wheatley Elementary School,Woodbridge School District,Bridgeville,644,,Yes under Community Eligibility Option (CEO),false
Pleasantville Elementary School,Colonial School District,New Castle,389,,Yes under Community Eligibility Option (CEO),false
Polytech High School,POLYTECH School District,Woodside,1228,,Yes participating without using any Provision or the CEO,true
Positive Outcomes Charter School,Positive Outcomes Charter School,Camden,119,,Yes under Community Eligibility Option (CEO),true
Providence Creek Academy Charter School,Providence Creek Academy Charter School,Clayton,769,,Yes participating without using any Provision or the CEO,true
Pulaski Early Education Center,Christina School District,Wilmington,93,,Yes participating without using any Provision or the CEO,false
Read (George) Middle School,Colonial School District,New Castle,662,,Yes under Community Eligibility Option (CEO),true
Red Clay Early Years Program,Red Clay Consolidated School District,Wilmington,335,,Yes participating without using any Provision or the CEO,false
Redding (Louis L.) Middle School,Appoquinimink School District,Middletown,451,,Yes participating without using any Provision or the CEO,false
Rehoboth Elementary School,Cape Henlopen School District,Rehoboth Beach,557,,Yes participating without using any Provision or the CEO,false
Richardson Park Elementary School,Red Clay Consolidated School District,Wilmington,522,,Yes under Community Eligibility Option (CEO),false
Richey Elementary School,Red Clay Consolidated School District,Wilmington,382,,Yes under Community Eligibility Option (CEO),false
Ross (Lulu M.) Elementary School,Milford School District,Milford,693,,Yes under Community Eligibility Option (CEO),false
Seaford Central Elementary School,Seaford School District,Seaford,473,,Yes under Community Eligibility Option (CEO),false
Seaford Middle School,Seaford School District,Seaford,800,,Yes under Community Eligibility Option (CEO),true
Seaford Senior High School,Seaford School District,Seaford,960,,Yes under Community Eligibility Option (CEO),true
Selbyville Middle School,Indian River School District,Selbyville,770,,Yes participating without using any Provision or the CEO,true
Shortlidge (Evan G.) Academy,Red Clay Consolidated School District,Wilmington,340,,Yes under Community Eligibility Option (CEO),false
Showell (Phillip C.) Elementary School,Indian River School District,Selbyville,297,,Yes participating without using any Provision or the CEO,false
Shue-Medill Middle School,Christina School District,Newark,763,,Yes participating without using any Provision or the CEO,true
Silver Lake Elementary School,Appoquinimink School District,Middletown,552,,Yes participating without using any Provision or the CEO,false
Skyline Middle School,Red Clay Consolidated School District,Wilmington,408,,Yes under Community Eligibility Option (CEO),true
Smith (Jennie E.) Elementary School,Christina School District,Newark,413,,Yes participating without using any Provision or the CEO,false
Smyrna Elementary School,Smyrna School District,Smyrna,420,,Yes participating without using any Provision or the CEO,false
Smyrna High School,Smyrna School District,Smyrna,1777,,Yes participating without using any Provision or the CEO,false
Smyrna Middle School,Smyrna School District,Smyrna,1011,,Yes participating without using any Provision or the CEO,false
South Dover Elementary School,Capital School District,Dover,577,,Yes under Community Eligibility Option (CEO),false
Southern Delaware School of the Arts,Indian River School District,Selbyville,404,,Yes participating without using any Provision or the CEO,false
Southern Elementary School,Colonial School District,New Castle,729,,Yes under Community Eligibility Option (CEO),false
Spring Meadow Early Childhood Center,Appoquinimink School District,Townsend,185,,Yes participating without using any Provision or the CEO,false
Springer Middle School,Brandywine School District,Wilmington,776,,Yes participating without using any Provision or the CEO,false
St. Georges Technical High School,New Castle County Vocational-Technical School District,Middletown,1198,,Yes participating without using any Provision or the CEO,false
Stanton Middle School,Red Clay Consolidated School District,Wilmington,558,,Yes under Community Eligibility Option (CEO),true
Star Hill Elementary School,Caesar Rodney School District,Dover,429,,Yes participating without using any Provision or the CEO,false
Stubbs Early Education Center,Christina School District,Wilmington,148,,Yes under Community Eligibility Option (CEO),false
Sunnyside Elementary School,Smyrna School District,Smyrna,507,,Yes participating without using any Provision or the CEO,false
Sussex Academy,Sussex Academy,Georgetown,1182,,Yes participating without using any Provision or the CEO,true
Sussex Central High School,Indian River School District,Georgetown,2012,,Yes participating without using any Provision or the CEO,true
Sussex Consortium,Cape Henlopen School District,Lewes,439,,Yes participating without using any Provision or the CEO,false
Sussex Montessori School,Sussex Montessori School,Seaford,383,,Yes participating without using any Provision or the CEO,false
Sussex Orthopedic Program,Seaford School District,Seaford,57,,Yes participating without using any Provision or the CEO,false
Sussex Technical High School,Sussex Technical School District,Georgetown,1341,,Yes participating without using any Provision or the CEO,true
Talley Middle School,Brandywine School District,Wilmington,900,,Yes under Community Eligibility Option (CEO),true
The Bayard School,Christina School District,Wilmington,571,,Yes under Community Eligibility Option (CEO),true
The Colwyck Center,Colonial School District,New Castle,222,,Yes under Community Eligibility Option (CEO),false
Towne Point Elementary School,Capital School District,Dover,341,,Yes under Community Eligibility Option (CEO),false
Townsend Early Childhood Center,Appoquinimink School District,Townsend,176,,Yes participating without using any Provision or the CEO,false
Townsend Elementary School,Appoquinimink School District,Townsend,435,,Yes participating without using any Provision or the CEO,false
W. B. Simpson Elementary School,Caesar Rodney School District,Camden,465,,Yes participating without using any Provision or the CEO,false
W. Reily Brown Elementary School,Caesar Rodney School District,Dover,506,,Yes participating without using any Provision or the CEO,false
Warner Elementary School,Red Clay Consolidated School District,Wilmington,395,,Yes under Community Eligibility Option (CEO),false
Waters (Alfred G.) Middle School,Appoquinimink School District,Middletown,935,,Yes participating without using any Provision or the CEO,false
West Park Place Elementary School,Christina School District,Newark,350,,Yes participating without using any Provision or the CEO,false
West Seaford Elementary School,Seaford School District,Seaford,424,,Yes under Community Eligibility Option (CEO),false
Wilbur (Kathleen H.) Elementary,Colonial School District,Bear,1052,,Yes under Community Eligibility Option (CEO),false
William F. Cooke Jr. Elementary,Red Clay Consolidated School District,Hockessin,613,,Yes participating without using any Provision or the CEO,false
William Henry Middle School,Capital School District,Dover,432,,Yes under Community Eligibility Option (CEO),false
Wilmington Manor Elementary School,Colonial School District,New Castle,291,,Yes under Community Eligibility Option (CEO),false
Wilson (Etta J.) Elementary School,Christina School District,Newark,271,,Yes participating without using any Provision or the CEO,false
Woodbridge Early Childhood Education Center,Woodbridge School District,Greenwood,609,,Yes under Community Eligibility Option (CEO),false
Woodbridge High School,Woodbridge School District,Greenwood,728,,Yes under Community Eligibility Option (CEO),true
Woodbridge Middle School,Woodbridge School District,Bridgeville,596,,Yes under Community Eligibility Option (CEO),true
