school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Millis Road Elementary,Guilford County Schools,Jamestown,444,441,Yes participating without using any Provision or the CEO,false
Mills Park Elementary,Wake County Schools,Cary,594,105,Yes participating without using any Provision or the CEO,false
Mills Park Middle,Wake County Schools,Cary,1632,124,Yes participating without using any Provision or the CEO,false
Mills River Elementary,Henderson County Schools,Mills River,608,247,Yes participating without using any Provision or the CEO,false
Milton M Daniels Learning Center,Wilson County Schools,Wilson,62,59,Yes participating without using any Provision or the CEO,true
Mineral Springs Elementary,Richmond County Schools,Ellerbe,441,438,Yes participating without using any Provision or the CEO,false
Mineral Springs Elementary,Winston Salem / Forsyth County Schools,Winston Salem,545,542,Yes participating without using any Provision or the CEO,false
Mineral Springs Middle,Winston Salem / Forsyth County Schools,Winston Salem,702,699,Yes participating without using any Provision or the CEO,true
Mint Hill Elementary School,Charlotte-Mecklenburg Schools,Matthews,864,861,Yes participating without using any Provision or the CEO,false
Mint Hill Middle,Charlotte-Mecklenburg Schools,Matthews,878,438,Yes participating without using any Provision or the CEO,false
Mitchell Elementary School,Mitchell County Schools,Bakersville,373,367,Yes participating without using any Provision or the CEO,false
Mitchell High,Mitchell County Schools,Bakersville,482,476,Yes participating without using any Provision or the CEO,true
Mitchell Middle School,Mitchell County Schools,Bakersville,380,370,Yes participating without using any Provision or the CEO,false
Mocksville Elementary,Davie County Schools,Mocksville,543,370,Yes participating without using any Provision or the CEO,false
Moncure School,Chatham County Schools,Moncure,176,173,Yes participating without using any Provision or the CEO,true
Monroe Avenue Elementary,Richmond County Schools,Hamlet,411,396,Yes participating without using any Provision or the CEO,false
Monroe Charter Academy,Monroe Charter Academy,Waxhaw,104,,No,false
Monroe High,Union County Public Schools,Monroe,1215,1211,Yes participating without using any Provision or the CEO,true
Monroe Middle,Union County Public Schools,Monroe,802,799,Yes participating without using any Provision or the CEO,true
Monroeton Elementary,Rockingham County Schools,Reidsville,493,488,Yes participating without using any Provision or the CEO,false
Montclair Elementary,Cumberland County Schools,Fayetteville,433,430,Yes participating without using any Provision or the CEO,false
Montclaire Elementary,Charlotte-Mecklenburg Schools,Charlotte,512,509,Yes participating without using any Provision or the CEO,false
Montgomery Central High,Montgomery County Schools,Troy,846,840,Yes participating without using any Provision or the CEO,false
Montgomery County Early College,Montgomery County Schools,Troy,282,278,Yes participating without using any Provision or the CEO,true
Montgomery Learning Academy,Montgomery County Schools,Troy,54,51,Yes participating without using any Provision or the CEO,true
Monticello-Brown Summit Elem,Guilford County Schools,Browns Summit,291,288,Yes participating without using any Provision or the CEO,false
Montlieu Academy of Technology,Guilford County Schools,High Point,499,496,Yes participating without using any Provision or the CEO,false
Moore Magnet Elementary,Winston Salem / Forsyth County Schools,Winston Salem,450,447,Yes participating without using any Provision or the CEO,false
Moore Montessori Community School,Moore Montessori Community School,Southern Pines,259,,No,false
Moore Square Middle,Wake County Schools,Raleigh,594,172,Yes participating without using any Provision or the CEO,false
Mooresville High School,Mooresville Graded School District,Mooresville,1923,792,Yes participating without using any Provision or the CEO,false
Mooresville Intermediate,Mooresville Graded School District,Mooresville,690,310,Yes participating without using any Provision or the CEO,false
Mooresville Middle,Mooresville Graded School District,Mooresville,696,285,Yes participating without using any Provision or the CEO,false
Moravian Falls Elementary School,Wilkes County Schools,Moravian Falls,257,253,Yes participating without using any Provision or the CEO,false
Morehead City Middle,Carteret County Public Schools,Morehead City,506,503,Yes participating without using any Provision or the CEO,true
Morehead City Primary,Carteret County Public Schools,Morehead City,502,494,Yes participating without using any Provision or the CEO,false
