school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Hamilton Elementary/Middle,Baltimore City Public Schools,Baltimore,801,492,Yes under Community Eligibility Option (CEO)
Hammond Elementary,Howard County Public Schools,Laurel,763,142,Yes participating without using any Provision or the CEO
Hammond High,Howard County Public Schools,Columbia,1159,433,Yes participating without using any Provision or the CEO
Hammond Middle,Howard County Public Schools,Laurel,604,99,Yes participating without using any Provision or the CEO
Hampden Elementary/Middle,Baltimore City Public Schools,Baltimore,508,224,Yes under Community Eligibility Option (CEO)
Hampstead Elementary,Carroll County Public Schools,Hampstead,400,105,Yes participating without using any Provision or the CEO
Hampstead Hill Academy,Baltimore City Public Schools,Baltimore,933,374,Yes under Community Eligibility Option (CEO)
Hampton Elementary,Baltimore County Public Schools,Lutherville,555,185,Yes under Community Eligibility Option (CEO)
Hancock Elementary,Washington County Public Schools,Hancock,193,126,Yes participating without using any Provision or the CEO
Hancock Middle Senior High,Washington County Public Schools,Hancock,239,147,Yes participating without using any Provision or the CEO
Hanover Hills Elementary,Howard County Public Schools,Hanover,875,376,Yes participating without using any Provision or the CEO
Harford Academy at Campus Hills,Harford County Public Schools,Bel Air,141,81,Yes under Community Eligibility Option (CEO)
Harford Heights Elementary,Baltimore City Public Schools,Baltimore,435,380,Yes under Community Eligibility Option (CEO)
Harford Hills Elementary,Baltimore County Public Schools,Baltimore,373,220,Yes under Community Eligibility Option (CEO)
Harford Technical High,Harford County Public Schools,Bel Air,954,199,Yes participating without using any Provision or the CEO
Harlem Park Elementary/Middle,Baltimore City Public Schools,Baltimore,402,376,Yes under Community Eligibility Option (CEO)
Harmony Hills Elementary,Montgomery County Public Schools,Silver Spring,655,426,Yes under Community Eligibility Option (CEO)
Harpers Choice Middle,Howard County Public Schools,Columbia,471,221,Yes under Community Eligibility Option (CEO)
Harriet R. Tubman Elementary,Montgomery County Public Schools,Gaithersburg,571,352,Yes under Community Eligibility Option (CEO)
Havre De Grace Elementary,Harford County Public Schools,Havre De Grace,593,293,Yes under Community Eligibility Option (CEO)
Havre De Grace High,Harford County Public Schools,Havre de Grace,822,335,Yes participating without using any Provision or the CEO
Havre De Grace Middle,Harford County Public Schools,Havre de Grace,617,284,Yes participating without using any Provision or the CEO
Hawthorne Elementary,Baltimore County Public Schools,Baltimore,499,415,Yes under Community Eligibility Option (CEO)
Hazelwood Elementary/Middle,Baltimore City Public Schools,Baltimore,524,432,Yes under Community Eligibility Option (CEO)
Heather Hills Elementary,Prince George's County Public Schools,Bowie,361,136,Yes participating without using any Provision or the CEO
Heather Ridge,Frederick County Public Schools,Frederick,50,42,Yes under Community Eligibility Option (CEO)
Hebbville Elementary,Baltimore County Public Schools,Baltimore,474,323,Yes under Community Eligibility Option (CEO)
Hebron - Harman Elementary,Anne Arundel County Public Schools,Hanover,459,283,Yes participating without using any Provision or the CEO
Henry E. Lackey High School,Charles County Public Schools,Indian Head,1033,616,Yes participating without using any Provision or the CEO
Herbert Hoover Middle,Montgomery County Public Schools,Potomac,930,110,Yes participating without using any Provision or the CEO
Hereford High,Baltimore County Public Schools,Parkton,1175,145,Yes under Community Eligibility Option (CEO)
Hereford Middle,Baltimore County Public Schools,Monkton,861,115,Yes under Community Eligibility Option (CEO)
Hernwood Elementary,Baltimore County Public Schools,Randallstown,350,229,Yes under Community Eligibility Option (CEO)
Hickory Elementary,Harford County Public Schools,Bel Air,635,158,Yes participating without using any Provision or the CEO
Hickory Elementary,Washington County Public Schools,Williamsport,326,252,Yes under Community Eligibility Option (CEO)
High Bridge Elementary,Prince George's County Public Schools,Bowie,394,364,Yes under Community Eligibility Option (CEO)
High Point Elementary,Anne Arundel County Public Schools,Pasadena,665,386,Yes participating without using any Provision or the CEO
High Point High,Prince George's County Public Schools,Beltsville,3012,2880,Yes under Community Eligibility Option (CEO)
Highland Elementary,Montgomery County Public Schools,Silver Spring,509,305,Yes under Community Eligibility Option (CEO)
Highland Park Elementary,Prince George's County Public Schools,Landover,210,197,Yes under Community Eligibility Option (CEO)
Highland View Elementary,Montgomery County Public Schools,Silver Spring,334,172,Yes participating without using any Provision or the CEO
Highlandtown Elementary/Middle #215,Baltimore City Public Schools,Baltimore,405,258,Yes under Community Eligibility Option (CEO)
Highlandtown Elementary/Middle #237,Baltimore City Public Schools,Baltimore,899,594,Yes under Community Eligibility Option (CEO)
Hillcrest Elementary,Baltimore County Public Schools,Baltimore,678,229,Yes under Community Eligibility Option (CEO)
Hillcrest Elementary,Frederick County Public Schools,Frederick,581,529,Yes participating without using any Provision or the CEO
Hillcrest Heights Elementary,Prince George's County Public Schools,Temple Hills,388,363,Yes under Community Eligibility Option (CEO)
Hillsmere Elementary,Anne Arundel County Public Schools,Annapolis,402,161,Yes participating without using any Provision or the CEO
Hilltop Elementary,Anne Arundel County Public Schools,Glen Burnie,521,424,Yes participating without using any Provision or the CEO
Hilton Elementary,Baltimore City Public Schools,Baltimore,258,223,Yes under Community Eligibility Option (CEO)
Holabird Academy,Baltimore City Public Schools,Baltimore,650,487,Yes under Community Eligibility Option (CEO)
Holabird Middle,Baltimore County Public Schools,Baltimore,1027,697,Yes under Community Eligibility Option (CEO)
Hollifield Station Elementary,Howard County Public Schools,Ellicott City,677,176,Yes participating without using any Provision or the CEO
Holly Hall Elementary,Cecil County Public Schools,Elkton,432,301,Yes under Community Eligibility Option (CEO)
Hollywood Elementary,Prince George's County Public Schools,College Park,284,256,Yes under Community Eligibility Option (CEO)
Hollywood Elementary,St. Mary's County Public Schools,Hollywood,414,133,Yes participating without using any Provision or the CEO
Home Assignments-Elementary,Baltimore County Public Schools,Towson,1,,Yes participating without using any Provision or the CEO
Homestead/Wakefield Elementary,Harford County Public Schools,Bel Air,1071,195,Yes participating without using any Provision or the CEO
Homewood School,Howard County Public Schools,Ellicott City,109,50,Yes under Community Eligibility Option (CEO)
Honeygo Elementary,Baltimore County Public Schools,Perry Hall,698,205,Yes under Community Eligibility Option (CEO)
Howard High,Howard County Public Schools,Ellicott City,1493,302,Yes participating without using any Provision or the CEO
Huntingtown Elementary,Calvert County Public Schools,Huntingtown,475,125,Yes participating without using any Provision or the CEO
Huntingtown High School,Calvert County Public Schools,Huntingtown,1311,262,Yes participating without using any Provision or the CEO
Hurlock Elementary School,Dorchester County Public Schools,Hurlock,391,295,Yes under Community Eligibility Option (CEO)
Hyattsville Elementary,Prince George's County Public Schools,Hyattsville,422,368,Yes under Community Eligibility Option (CEO)
Hyattsville Middle,Prince George's County Public Schools,Hyattsville,1305,1235,Yes under Community Eligibility Option (CEO)
Ilchester Elementary,Howard County Public Schools,Ellicott City,482,66,Yes participating without using any Provision or the CEO
Imagine Andrews Public Charter,Prince George's County Public Schools,Andrews Afb,347,100,Yes participating without using any Provision or the CEO
Imagine Foundations at Leeland PCS,Prince George's County Public Schools,Upper Marlboro,480,248,Yes participating without using any Provision or the CEO
Imagine Foundations at Morningside PCS,Prince George's County Public Schools,Morningside,357,223,Yes participating without using any Provision or the CEO
Imagine Lincoln PCS,Prince George's County Public Schools,Temple Hills,371,272,Yes participating without using any Provision or the CEO
Indian Head Elementary School,Charles County Public Schools,Indian Head,443,279,Yes under Community Eligibility Option (CEO)
Indian Queen Elementary,Prince George's County Public Schools,Fort Washington,235,152,Yes participating without using any Provision or the CEO
International High School @ Langley Park,Prince George's County Public Schools,Bladensburg,368,358,Yes under Community Eligibility Option (CEO)
International High School @ Largo,Prince George's County Public Schools,Upper Marlboro,354,336,Yes under Community Eligibility Option (CEO)
J. C. Parks Elementary School,Charles County Public Schools,Indian Head,653,390,Yes participating without using any Provision or the CEO
J. Frank Dent Elementary,Prince George's County Public Schools,Fort Washington,243,224,Yes under Community Eligibility Option (CEO)
J. P. Ryon Elementary School,Charles County Public Schools,Waldorf,640,438,Yes under Community Eligibility Option (CEO)
Jackson Road Elementary,Montgomery County Public Schools,Silver Spring,623,370,Yes under Community Eligibility Option (CEO)
Jacksonville Elementary,Baltimore County Public Schools,Phoenix,533,41,Yes under Community Eligibility Option (CEO)
Jacobsville Elementary,Anne Arundel County Public Schools,Pasadena,474,180,Yes participating without using any Provision or the CEO
James E. Duckworth,Prince George's County Public Schools,Beltsville,99,93,Yes under Community Eligibility Option (CEO)
James H. Harrison Elementary,Prince George's County Public Schools,Laurel,304,278,Yes under Community Eligibility Option (CEO)
James Hubert Blake High,Montgomery County Public Schools,Silver Spring,1960,1053,Yes participating without using any Provision or the CEO
James M. Bennett High,Wicomico County Public Schools,Salisbury,1474,800,Yes under Community Eligibility Option (CEO)
James Madison Middle,Prince George's County Public Schools,Upper Marlboro,800,508,Yes participating without using any Provision or the CEO
James McHenry Elementary,Prince George's County Public Schools,Lanham,610,559,Yes under Community Eligibility Option (CEO)
James McHenry Elementary/Middle,Baltimore City Public Schools,Baltimore,588,526,Yes under Community Eligibility Option (CEO)
James Ryder Randall E C C,Prince George's County Public Schools,Clinton,193,120,Yes participating without using any Provision or the CEO
James Ryder Randall Elementary,Prince George's County Public Schools,Clinton,299,274,Yes under Community Eligibility Option (CEO)
Jarrettsville Elementary,Harford County Public Schools,Jarrettsville,467,66,Yes participating without using any Provision or the CEO
Jeffers Hill Elementary,Howard County Public Schools,Columbia,406,179,Yes participating without using any Provision or the CEO
Jessup Elementary,Anne Arundel County Public Schools,Jessup,646,307,Yes participating without using any Provision or the CEO
Joann Leleck at Broad Acres Elementary,Montgomery County Public Schools,Silver Spring,756,523,Yes under Community Eligibility Option (CEO)
John F. Kennedy High,Montgomery County Public Schools,Silver Spring,1880,1052,Yes under Community Eligibility Option (CEO)
John H. Bayne Elementary,Prince George's County Public Schools,Capitol Heights,339,308,Yes under Community Eligibility Option (CEO)
John Hanson Middle School,Charles County Public Schools,Waldorf,727,413,Yes under Community Eligibility Option (CEO)
John Hanson Montessori,Prince George's County Public Schools,Oxon Hill,496,155,Yes participating without using any Provision or the CEO
John Humbird Elementary,Allegany County Public Schools,Cumberland,242,206,Yes under Community Eligibility Option (CEO)
John L Gildner Regional Inst for Children & Adol,Montgomery County Public Schools,Rockville,79,32,Yes participating without using any Provision or the CEO
John Poole Middle,Montgomery County Public Schools,Poolesville,467,97,Yes participating without using any Provision or the CEO
John Ruhrah Elementary/Middle,Baltimore City Public Schools,Baltimore,1061,610,Yes under Community Eligibility Option (CEO)
John T. Baker Middle School,Montgomery County Public Schools,Damascus,841,312,Yes participating without using any Provision or the CEO
Johnnycake Elementary,Baltimore County Public Schools,Baltimore,592,415,Yes under Community Eligibility Option (CEO)
Johnston Square Elementary,Baltimore City Public Schools,Baltimore,271,256,Yes under Community Eligibility Option (CEO)
Jonathan Hager Elementary,Washington County Public Schools,Hagerstown,498,345,Yes under Community Eligibility Option (CEO)
Jones Elementary,Anne Arundel County Public Schools,Severna Park,334,53,Yes participating without using any Provision or the CEO
Jones Lane Elementary,Montgomery County Public Schools,Gaithersburg,428,147,Yes participating without using any Provision or the CEO
Joppa View Elementary,Baltimore County Public Schools,Baltimore,491,261,Yes under Community Eligibility Option (CEO)
Joppatowne Elementary,Harford County Public Schools,Joppa,495,323,Yes under Community Eligibility Option (CEO)
Joppatowne High,Harford County Public Schools,Joppa,882,578,Yes under Community Eligibility Option (CEO)
Joseph C. Briscoe Academy,Baltimore City Public Schools,Baltimore,30,26,Yes under Community Eligibility Option (CEO)
Judge Sylvania W. Woods Sr. Elementary,Prince George's County Public Schools,Glenarden,540,508,Yes under Community Eligibility Option (CEO)
Judith A. Resnik Elementary,Montgomery County Public Schools,Gaithersburg,516,301,Yes under Community Eligibility Option (CEO)
Judith P. Hoyer Montessori,Prince George's County Public Schools,Landover,361,153,Yes participating without using any Provision or the CEO
Julius West Middle,Montgomery County Public Schools,Rockville,1365,523,Yes participating without using any Provision or the CEO
Katherine Johnson Global Academy,Baltimore City Public Schools,Baltimore,473,428,Yes under Community Eligibility Option (CEO)
Kemp Mill Elementary,Montgomery County Public Schools,Silver Spring,412,292,Yes under Community Eligibility Option (CEO)
Kemptown Elementary,Frederick County Public Schools,Monrovia,448,63,Yes participating without using any Provision or the CEO
Kenilworth Elementary,Prince George's County Public Schools,Bowie,364,177,Yes participating without using any Provision or the CEO
Kenmoor Early Childhood Center,Prince George's County Public Schools,Landover,240,195,Yes under Community Eligibility Option (CEO)
Kenmoor Middle,Prince George's County Public Schools,Landover,1021,951,Yes under Community Eligibility Option (CEO)
Kenmore Elementary,Cecil County Public Schools,Elkton,290,144,Yes participating without using any Provision or the CEO
Kennard Elementary School,Queen Anne's County Public Schools,Centreville,477,170,Yes participating without using any Provision or the CEO
Kensington Parkwood Elementary,Montgomery County Public Schools,Kensington,535,65,Yes participating without using any Provision or the CEO
Kent County High,Kent County Public Schools,Worton,511,322,Yes under Community Eligibility Option (CEO)
Kent County Middle School,Kent County Public Schools,Chestertown,354,267,Yes under Community Eligibility Option (CEO)
Kent Island Elementary School,Queen Anne's County Public Schools,Stevensville,452,158,Yes participating without using any Provision or the CEO
Kent Island High School,Queen Anne's County Public Schools,Stevensville,1153,363,Yes participating without using any Provision or the CEO
Kenwood High,Baltimore County Public Schools,Baltimore,1900,1262,Yes under Community Eligibility Option (CEO)
Kettering Elementary,Prince George's County Public Schools,Upper Marlboro,415,382,Yes under Community Eligibility Option (CEO)
Kettering Middle,Prince George's County Public Schools,Upper Marlboro,874,607,Yes participating without using any Provision or the CEO
Kingsford Elementary,Prince George's County Public Schools,Mitchellville,458,281,Yes participating without using any Provision or the CEO
Kingsview Middle,Montgomery County Public Schools,Germantown,908,323,Yes participating without using any Provision or the CEO
Kingsville Elementary,Baltimore County Public Schools,Kingsville,326,63,Yes under Community Eligibility Option (CEO)
Kipp Harmony Academy,Baltimore City Public Schools,Baltimore,1399,1139,Yes under Community Eligibility Option (CEO)
La Plata High School,Charles County Public Schools,La Plata,1217,377,Yes participating without using any Provision or the CEO
Lake Arbor Elementary,Prince George's County Public Schools,Mitchellville,593,540,Yes under Community Eligibility Option (CEO)
Lake Elkhorn Middle,Howard County Public Schools,Columbia,569,279,Yes under Community Eligibility Option (CEO)
Lake Seneca Elementary,Montgomery County Public Schools,Germantown,437,268,Yes under Community Eligibility Option (CEO)
Lake Shore Elementary,Anne Arundel County Public Schools,Pasadena,280,70,Yes participating without using any Provision or the CEO
Lakeland Elementary/Middle,Baltimore City Public Schools,Baltimore,1070,670,Yes under Community Eligibility Option (CEO)
Lakelands Park Middle,Montgomery County Public Schools,Gaithersburg,993,338,Yes participating without using any Provision or the CEO
Lakewood Elementary,Baltimore City Public Schools,Baltimore,94,69,Yes under Community Eligibility Option (CEO)
Lakewood Elementary,Montgomery County Public Schools,Rockville,406,86,Yes participating without using any Provision or the CEO
Lamont Elementary,Prince George's County Public Schools,New Carrollton,460,426,Yes under Community Eligibility Option (CEO)
Langley Park-McCormick Elementary,Prince George's County Public Schools,Hyattsville,697,666,Yes under Community Eligibility Option (CEO)
Lansdowne Elementary,Baltimore County Public Schools,Baltimore,603,435,Yes under Community Eligibility Option (CEO)
Lansdowne High,Baltimore County Public Schools,Baltimore,1313,843,Yes under Community Eligibility Option (CEO)
Lansdowne Middle,Baltimore County Public Schools,Baltimore,661,464,Yes under Community Eligibility Option (CEO)
Largo High,Prince George's County Public Schools,Upper Marlboro,1159,746,Yes under Community Eligibility Option (CEO)
Laurel Elementary,Prince George's County Public Schools,Laurel,472,429,Yes under Community Eligibility Option (CEO)
Laurel High,Prince George's County Public Schools,Laurel,2129,2038,Yes under Community Eligibility Option (CEO)
Laurel Woods Elementary,Howard County Public Schools,Laurel,625,365,Yes under Community Eligibility Option (CEO)
Laytonsville Elementary,Montgomery County Public Schools,Gaithersburg,355,122,Yes participating without using any Provision or the CEO
Leeds Elementary,Cecil County Public Schools,Elkton,284,134,Yes under Community Eligibility Option (CEO)
Legends Public Charter School,Prince George's County Public Schools,Lanham,897,590,Yes participating without using any Provision or the CEO
Leith Walk Elementary/Middle,Baltimore City Public Schools,Baltimore,910,730,Yes under Community Eligibility Option (CEO)
Leonardtown Elementary,St. Mary's County Public Schools,Leonardtown,509,165,Yes participating without using any Provision or the CEO
Leonardtown High,St. Mary's County Public Schools,Leonardtown,2118,465,Yes participating without using any Provision or the CEO
Leonardtown Middle,St. Mary's County Public Schools,Leonardtown,969,255,Yes participating without using any Provision or the CEO
Lettie Marshall Dent Elem,St. Mary's County Public Schools,Mechanicsville,479,184,Yes participating without using any Provision or the CEO
Lewisdale Elementary,Prince George's County Public Schools,Hyattsville,533,487,Yes under Community Eligibility Option (CEO)
Lewistown Elementary,Frederick County Public Schools,Thurmont,152,97,Yes participating without using any Provision or the CEO
Lexington Park Elementary,St. Mary's County Public Schools,Lexington Park,383,291,Yes under Community Eligibility Option (CEO)
Liberty Elementary,Baltimore City Public Schools,Baltimore,335,289,Yes under Community Eligibility Option (CEO)
Liberty Elementary,Frederick County Public Schools,Frederick,265,87,Yes participating without using any Provision or the CEO
Liberty High,Carroll County Public Schools,Sykesville,1007,146,Yes participating without using any Provision or the CEO
Lillie May Carroll Jackson School,Baltimore City Public Schools,Baltimore,209,173,Yes under Community Eligibility Option (CEO)
Lime Kiln Middle,Howard County Public Schools,Fulton,675,58,Yes participating without using any Provision or the CEO
Lincoln Elementary,Frederick County Public Schools,Frederick,615,498,Yes participating without using any Provision or the CEO
Lincolnshire Elementary,Washington County Public Schools,Hagerstown,503,348,Yes under Community Eligibility Option (CEO)
Lindale Middle,Anne Arundel County Public Schools,Linthicum,884,503,Yes participating without using any Provision or the CEO
Linganore High,Frederick County Public Schools,Frederick,1647,275,Yes participating without using any Provision or the CEO
Linthicum Elementary,Anne Arundel County Public Schools,Linthicum,509,222,Yes participating without using any Provision or the CEO
Linton Springs Elementary,Carroll County Public Schools,Sykesville,759,114,Yes participating without using any Provision or the CEO
Lisbon Elementary,Howard County Public Schools,Woodbine,480,69,Yes participating without using any Provision or the CEO
Little Bennett Elementary,Montgomery County Public Schools,Clarksburg,614,180,Yes participating without using any Provision or the CEO
Loch Raven High,Baltimore County Public Schools,Baltimore,780,443,Yes under Community Eligibility Option (CEO)
Loch Raven Technical Academy,Baltimore County Public Schools,Baltimore,722,452,Yes under Community Eligibility Option (CEO)
Lockerman Middle School,Caroline County Public Schools,Denton,827,501,Yes under Community Eligibility Option (CEO)
Logan Elementary,Baltimore County Public Schools,Baltimore,556,409,Yes under Community Eligibility Option (CEO)
Lois P. Rockwell Elementary,Montgomery County Public Schools,Damascus,518,171,Yes participating without using any Provision or the CEO
Lois T. Murray Elementary/Middle,Baltimore City Public Schools,Baltimore,33,25,Yes under Community Eligibility Option (CEO)
Long Reach High,Howard County Public Schools,Columbia,1334,501,Yes participating without using any Provision or the CEO
Longfellow Elementary,Howard County Public Schools,Columbia,446,193,Yes participating without using any Provision or the CEO
Longfields Elementary,Prince George's County Public Schools,Forestville,256,230,Yes under Community Eligibility Option (CEO)
Longview School,Montgomery County Public Schools,Germantown,59,17,Yes under Community Eligibility Option (CEO)
Lothian Elementary,Anne Arundel County Public Schools,Lothian,457,282,Yes participating without using any Provision or the CEO
Lucy V. Barnsley Elementary,Montgomery County Public Schools,Rockville,621,267,Yes participating without using any Provision or the CEO
Lutherville Laboratory,Baltimore County Public Schools,Lutherville,405,139,Yes under Community Eligibility Option (CEO)
Luxmanor Elementary,Montgomery County Public Schools,Rockville,684,188,Yes participating without using any Provision or the CEO
Lyons Mill Elementary,Baltimore County Public Schools,Owings Mills,671,336,Yes under Community Eligibility Option (CEO)
Macarthur Middle,Anne Arundel County Public Schools,Fort Meade,992,538,Yes participating without using any Provision or the CEO
Mace's Lane Middle School,Dorchester County Public Schools,Cambridge,490,430,Yes under Community Eligibility Option (CEO)
Magnolia Elementary,Harford County Public Schools,Joppa,545,480,Yes under Community Eligibility Option (CEO)
Magnolia Elementary,Prince George's County Public Schools,Lanham,442,406,Yes under Community Eligibility Option (CEO)
Magnolia Middle,Harford County Public Schools,Joppa,689,525,Yes under Community Eligibility Option (CEO)
Magothy River Middle,Anne Arundel County Public Schools,Arnold,655,119,Yes participating without using any Provision or the CEO
Maiden Choice School,Baltimore County Public Schools,Baltimore,118,64,Yes under Community Eligibility Option (CEO)
Malcolm Elementary School,Charles County Public Schools,Waldorf,415,208,Yes participating without using any Provision or the CEO
Manchester Elementary,Carroll County Public Schools,Manchester,671,212,Yes participating without using any Provision or the CEO
Manchester Valley High,Carroll County Public Schools,Manchester,1339,380,Yes participating without using any Provision or the CEO
Manor View Elementary,Anne Arundel County Public Schools,Ft Meade,374,88,Yes participating without using any Provision or the CEO
Manor Woods Elementary,Howard County Public Schools,Ellicott City,697,118,Yes participating without using any Provision or the CEO
Maple Elementary School,Dorchester County Public Schools,Cambridge,483,385,Yes under Community Eligibility Option (CEO)
Mardela Middle & High,Wicomico County Public Schools,Mardela Springs,742,333,Yes under Community Eligibility Option (CEO)
Maree Garnett Farring Elementary/Middle,Baltimore City Public Schools,Baltimore,717,476,Yes under Community Eligibility Option (CEO)
Margaret Brent Elementary/Middle,Baltimore City Public Schools,Baltimore,235,141,Yes under Community Eligibility Option (CEO)
Margaret Brent Middle,St. Mary's County Public Schools,Mechanicsville,878,338,Yes participating without using any Provision or the CEO
Marley Elementary,Anne Arundel County Public Schools,Glen Burnie,618,443,Yes participating without using any Provision or the CEO
Marley Glen School,Anne Arundel County Public Schools,Glen Burnie,99,61,Yes participating without using any Provision or the CEO
Marley Middle,Anne Arundel County Public Schools,Glen Burnie,991,714,Yes participating without using any Provision or the CEO
Marlton Elementary,Prince George's County Public Schools,Upper Marlboro,309,204,Yes participating without using any Provision or the CEO
Marriotts Ridge High,Howard County Public Schools,Marriottsville,1741,270,Yes participating without using any Provision or the CEO
Mars Estates Elementary,Baltimore County Public Schools,Baltimore,400,303,Yes under Community Eligibility Option (CEO)
Marshall Street School,Washington County Public Schools,Hagerstown,47,27,Yes under Community Eligibility Option (CEO)
Martin Boulevard Elementary,Baltimore County Public Schools,Baltimore,253,170,Yes under Community Eligibility Option (CEO)
Martin Luther King Jr. Middle,Prince George's County Public Schools,Beltsville,605,536,Yes under Community Eligibility Option (CEO)
Martin Luther King Jr. Middle,Montgomery County Public Schools,Germantown,841,455,Yes under Community Eligibility Option (CEO)
Mary Ann Winterling Elementary at Bentalou,Baltimore City Public Schools,Baltimore,296,273,Yes under Community Eligibility Option (CEO)
Mary B. Neal Elementary School,Charles County Public Schools,Waldorf,626,304,Yes participating without using any Provision or the CEO
Mary E. Rodman Elementary,Baltimore City Public Schools,Baltimore,431,373,Yes under Community Eligibility Option (CEO)
Mary H. Matula Elementary School,Charles County Public Schools,La Plata,610,247,Yes participating without using any Provision or the CEO
Mary Harris Mother Jones Elem,Prince George's County Public Schools,Adelphi,734,681,Yes under Community Eligibility Option (CEO)
Mary Moss at Adams Academy,Anne Arundel County Public Schools,Annapolis,50,43,Yes participating without using any Provision or the CEO
Maryland City Elementary,Anne Arundel County Public Schools,Laurel,450,359,Yes participating without using any Provision or the CEO
Maryvale Elementary,Montgomery County Public Schools,Rockville,617,305,Yes participating without using any Provision or the CEO
Matapeake Elementary School,Queen Anne's County Public Schools,Stevensville,472,119,Yes participating without using any Provision or the CEO
Matapeake Middle School,Queen Anne's County Public Schools,Stevensville,360,125,Yes participating without using any Provision or the CEO
Mattaponi Elementary,Prince George's County Public Schools,Upper Marlboro,391,205,Yes participating without using any Provision or the CEO
Mattawoman Middle School,Charles County Public Schools,Waldorf,862,467,Yes participating without using any Provision or the CEO
Matthew A. Henson Elementary,Baltimore City Public Schools,Baltimore,199,171,Yes under Community Eligibility Option (CEO)
Matthew Henson Middle School,Charles County Public Schools,Indian Head,701,340,Yes participating without using any Provision or the CEO
Maugansville Elementary,Washington County Public Schools,Maugansville,698,420,Yes participating without using any Provision or the CEO
Maurice J. McDonough High School,Charles County Public Schools,Pomfret,1163,476,Yes participating without using any Provision or the CEO
Maya Angelou French Immersion,Prince George's County Public Schools,Temple Hills,363,147,Yes participating without using any Provision or the CEO
Mayfield Woods Middle,Howard County Public Schools,Elkridge,731,293,Yes participating without using any Provision or the CEO
Mayo Elementary,Anne Arundel County Public Schools,Edgewater,351,61,Yes participating without using any Provision or the CEO
Mays Chapel Elementary,Baltimore County Public Schools,Timonium,657,209,Yes under Community Eligibility Option (CEO)
McCormick Elementary,Baltimore County Public Schools,Baltimore,295,237,Yes under Community Eligibility Option (CEO)
Meade Heights Elementary,Anne Arundel County Public Schools,Ft. Meade,494,325,Yes participating without using any Provision or the CEO
Meade High,Anne Arundel County Public Schools,Ft Meade,2045,1085,Yes participating without using any Provision or the CEO
Meade Middle,Anne Arundel County Public Schools,Fort Meade,697,519,Yes participating without using any Provision or the CEO
Meadow Hall Elementary,Montgomery County Public Schools,Rockville,348,230,Yes participating without using any Provision or the CEO
Meadowood Education Center,Baltimore County Public Schools,Baltimore,29,23,Yes under Community Eligibility Option (CEO)
Meadowvale Elementary,Harford County Public Schools,Havre De Grace,552,230,Yes participating without using any Provision or the CEO
Mechanicsville Elementary,St. Mary's County Public Schools,Mechanicsville,273,100,Yes participating without using any Provision or the CEO
Mechanicsville Elementary,Carroll County Public Schools,Sykesville,510,79,Yes participating without using any Provision or the CEO
Medfield Heights Elementary,Baltimore City Public Schools,Baltimore,485,184,Yes under Community Eligibility Option (CEO)
Melwood Elementary,Prince George's County Public Schools,Upper Marlboro,531,362,Yes under Community Eligibility Option (CEO)
Mergenthaler Vocational-Technical High,Baltimore City Public Schools,Baltimore,1714,1358,Yes under Community Eligibility Option (CEO)
Middle River Middle,Baltimore County Public Schools,Baltimore,822,543,Yes under Community Eligibility Option (CEO)
Middleborough Elementary,Baltimore County Public Schools,Baltimore,288,139,Yes under Community Eligibility Option (CEO)
Middlesex Elementary,Baltimore County Public Schools,Baltimore,448,360,Yes under Community Eligibility Option (CEO)
Middletown Elementary,Frederick County Public Schools,Middletown,460,96,Yes participating without using any Provision or the CEO
Middletown High,Frederick County Public Schools,Middletown,1059,218,Yes participating without using any Provision or the CEO
Middletown Middle,Frederick County Public Schools,Middletown,784,156,Yes participating without using any Provision or the CEO
Middletown Primary,Frederick County Public Schools,Middletown,463,109,Yes participating without using any Provision or the CEO
Midtown Academy,Baltimore City Public Schools,Baltimore,184,129,Yes under Community Eligibility Option (CEO)
Milbrook Elementary,Baltimore County Public Schools,Baltimore,263,182,Yes under Community Eligibility Option (CEO)
Milford Mill Academy,Baltimore County Public Schools,Baltimore,1471,898,Yes under Community Eligibility Option (CEO)
Mill Creek Middle,Calvert County Public Schools,Lusby,436,232,Yes participating without using any Provision or the CEO
Mill Creek Towne Elementary,Montgomery County Public Schools,Rockville,528,256,Yes participating without using any Provision or the CEO
Millersville Elementary,Anne Arundel County Public Schools,Millersville,386,80,Yes participating without using any Provision or the CEO
Milton M. Somers Middle School,Charles County Public Schools,La Plata,671,290,Yes participating without using any Provision or the CEO
Monarch Academy,Anne Arundel County Public Schools,Glen Burnie,687,261,Yes participating without using any Provision or the CEO
Monarch Academy Annapolis ES,Anne Arundel County Public Schools,Annapolis,634,468,Yes participating without using any Provision or the CEO
Monarch Global Academy PCS Laurel Campus,Anne Arundel County Public Schools,Laurel,830,475,Yes participating without using any Provision or the CEO
Monocacy Elementary,Montgomery County Public Schools,Dickerson,164,38,Yes participating without using any Provision or the CEO
Monocacy Elementary,Frederick County Public Schools,Frederick,523,355,Yes participating without using any Provision or the CEO
Monocacy Middle,Frederick County Public Schools,Frederick,710,401,Yes participating without using any Provision or the CEO
Monocacy Valley Montessori,Frederick County Public Schools,Frederick,386,113,Yes participating without using any Provision or the CEO
Montebello Elementary/Middle,Baltimore City Public Schools,Baltimore,542,480,Yes under Community Eligibility Option (CEO)
Montgomery Blair High,Montgomery County Public Schools,Silver Spring,3266,1425,Yes participating without using any Provision or the CEO
