school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Northland Pines Elementary-St Germain,Northland Pines School District,Saint Germain,87,40,Yes participating without using any Provision or the CEO,false
Northland Pines Middle and High School,Northland Pines School District,Eagle River,543,205,Yes participating without using any Provision or the CEO,false
Northland Pines Montessori Learning Center (Npmlc),Northland Pines School District,Saint Germain,69,16,Yes participating without using any Provision or the CEO,false
Northside Elementary,La Crosse School District,La Crosse,237,201,Yes under Community Eligibility Option (CEO),false
Northside Elementary,Middleton-Cross Plains Area School District,Middleton,307,60,Yes participating without using any Provision or the CEO,false
Northside Elementary,Monroe School District,Monroe,362,145,Yes participating without using any Provision or the CEO,false
Northside Elementary,Sun Prairie Area School District,Sun Prairie,439,178,Yes participating without using any Provision or the CEO,false
Northside Intermediate,Milton School District,Milton,794,187,Yes participating without using any Provision or the CEO,false
Northstar Community Charter School,Northwood School District,Minong,20,5,Yes under Community Eligibility Option (CEO),false
Northstar Middle,Eau Claire Area School District,Eau Claire,529,227,Yes participating without using any Provision or the CEO,true
Northview Elementary,Howards Grove School District,Howards Grove,336,53,Yes participating without using any Provision or the CEO,false
Northwestern Elementary,Maple School District,Poplar,515,164,Yes participating without using any Provision or the CEO,false
Northwestern High,Maple School District,Maple,372,112,Yes participating without using any Provision or the CEO,false
Northwestern Middle,Maple School District,Poplar,289,95,Yes participating without using any Provision or the CEO,false
Northwood Elementary,Northwood School District,Minong,133,73,Yes under Community Eligibility Option (CEO),false
Northwood High/Middle,Northwood School District,Minong,140,68,Yes under Community Eligibility Option (CEO),true
Northwood Virtual Charter School,Northwood School District,Minong,3,,No,false
Northwoods Community Elementary,Rhinelander School District,Harshaw,97,24,Yes under Community Eligibility Option (CEO),false
Northwoods Elementary,Eau Claire Area School District,Eau Claire,304,158,Yes participating without using any Provision or the CEO,false
Norwalk-Ontario-Wilton Elementary,Norwalk-Ontario-Wilton School District,Ontario,322,190,Yes participating without using any Provision or the CEO,false
Nova-Northwest Opportunities Vocational Academy,Milwaukee School District,Milwaukee,104,98,Yes under Community Eligibility Option (CEO),true
Nr4kids,New Richmond School District,New Richmond,268,29,No,false
Nuestro Mundo,Madison Metropolitan School District,Monona,311,127,Yes participating without using any Provision or the CEO,false
O Brown Elementary,Racine Unified School District,Racine,540,209,Yes under Community Eligibility Option (CEO),false
O'Keeffe Middle,Madison Metropolitan School District,Madison,434,186,Yes participating without using any Provision or the CEO,true
Oak Creek East Middle,Oak Creek-Franklin Joint School District,Oak Creek,935,239,Yes participating without using any Provision or the CEO,false
Oak Creek High,Oak Creek-Franklin Joint School District,Oak Creek,2220,705,Yes participating without using any Provision or the CEO,false
Oak Creek West Middle,Oak Creek-Franklin Joint School District,Oak Creek,531,241,Yes participating without using any Provision or the CEO,false
Oakdale Elementary,Tomah Area School District,Tomah,90,51,Yes under Community Eligibility Option (CEO),false
Oakfield Elementary,Oakfield School District,Oakfield,254,62,Yes participating without using any Provision or the CEO,false
Oakfield High,Oakfield School District,Oakfield,166,31,Yes participating without using any Provision or the CEO,false
Oakfield Middle,Oakfield School District,Oakfield,131,38,Yes participating without using any Provision or the CEO,false
Oaklawn Elementary,Menomonie Area School District,Menomonie,382,122,Yes participating without using any Provision or the CEO,false
Oaklawn Elementary,Oshkosh Area School District,Oshkosh,416,264,Yes under Community Eligibility Option (CEO),false
Oakwood Elementary,Oshkosh Area School District,Oshkosh,382,56,Yes participating without using any Provision or the CEO,false
Obama School of Career and Technical Education,Milwaukee School District,Milwaukee,1294,1087,Yes under Community Eligibility Option (CEO),true
Oconomowoc High,Oconomowoc Area School District,Oconomowoc,1591,257,No,false
Oconto Elementary,Oconto Unified School District,Oconto,340,193,Yes participating without using any Provision or the CEO,false
Oconto Falls Elementary,Oconto Falls Public School District,Oconto Falls,489,208,Yes participating without using any Provision or the CEO,false
Oconto Falls High,Oconto Falls Public School District,Oconto Falls,511,154,Yes participating without using any Provision or the CEO,false
Oconto High,Oconto Unified School District,Oconto,299,124,Yes participating without using any Provision or the CEO,false
Oconto Middle,Oconto Unified School District,Oconto,270,141,Yes participating without using any Provision or the CEO,true
Odyssey Academy of Virtual Learning,Ripon Area School District,Ripon,266,66,No,false
Odyssey Elementary,D C Everest Area School District,Weston,64,15,Yes participating without using any Provision or the CEO,false
Odyssey-Magellan,Appleton Area School District,Appleton,214,35,Yes participating without using any Provision or the CEO,false
Olson Elementary,Madison Metropolitan School District,Verona,462,107,Yes participating without using any Provision or the CEO,false
Olson Middle,Mauston School District,Mauston,240,133,Yes participating without using any Provision or the CEO,true
Omro Elementary,Omro School District,Omro,275,88,Yes participating without using any Provision or the CEO,false
